prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
0,27.75,15.09,21.42,325.48,271.24,-0.13,-0.63,0.76,59.39,2.85,2.31,2.09,-0.03,0.05,5.74,53.88,171.68,468.65,699.95,697.86,150,4.6524,17-12-1992,202.6169889
0,27.9,15.11,21.5,321.87,270,-0.2,-0.47,0.69,57.31,2.81,2.3,2.07,-0.04,0.04,5.56,53.62,170.95,468.3,698.43,696.36,150,4.6424,18-12-1992,201.7240929
0,28.09,15.64,21.86,317.45,271.95,-0.81,-0.77,1.22,51.7,2.94,2.33,2.09,-0.02,0.05,5.39,53.37,170.23,467.92,696.91,694.82,150,4.632133333,19-12-1992,203.6252589
0,28,15.26,21.63,316.57,272.22,-0.55,-0.61,0.96,53.94,2.97,2.33,2.09,-0.02,0.04,5.22,53.12,169.51,467.56,695.41,693.32,150,4.622133333,20-12-1992,207.3393306
0,28.05,15.5,21.78,322.49,271.4,-0.46,-0.51,0.82,55.98,2.97,2.32,2.07,-0.02,0.04,5.07,52.87,168.8,467.19,693.93,691.86,150,4.6124,21-12-1992,203.0815761
0,28.46,14.59,21.52,318.98,271.08,-0.58,-0.98,1.21,54.99,3.11,2.33,2.07,-0.02,0.04,4.92,52.64,168.1,466.84,692.5,690.43,150,4.602866667,22-12-1992,202.0183315
0,28.52,14.44,21.48,309.47,272.95,-0.55,-1.3,1.49,45.18,3.3,2.3,2.04,0,0.06,4.77,52.4,167.41,466.48,691.06,689.02,150,4.593466667,23-12-1992,199.8782766
0,28.82,13.57,21.2,301.38,277.77,-0.75,-0.97,1.32,42,3.39,2.26,1.99,0,0.05,4.62,52.17,166.71,466.11,689.61,687.62,150,4.584133333,24-12-1992,200.6229085
0,28.28,12.45,20.37,306.19,275.66,0.13,0.05,0.42,46.45,3.11,2.29,2,0,0.04,4.47,51.94,166.01,465.76,688.18,686.18,150,4.574533333,25-12-1992,207.7811754
0,28.25,12.95,20.6,313.07,273.04,-0.42,-0.58,0.87,51.92,3.16,2.32,2.02,-0.02,0.04,4.34,51.71,165.33,465.38,686.76,684.74,150,4.564933333,26-12-1992,208.2947444
0,28.38,14.71,21.54,321.3,272.07,-0.4,-0.3,0.68,55.04,3.05,2.36,2.04,-0.02,0.03,4.21,51.5,164.67,465.04,685.42,683.38,150,4.555866667,27-12-1992,204.2633381
0,28.39,15.18,21.78,326.52,272.1,-0.02,0.03,0.58,57.94,3.07,2.39,2.05,-0.04,0.03,4.1,51.29,164.02,464.7,684.11,682.06,150,4.547066667,28-12-1992,202.6334475
0,28.85,15.85,22.35,333.78,270.95,0.01,-0.31,0.71,60.01,3.04,2.41,2.06,-0.03,0.03,3.99,51.09,163.4,464.35,682.83,680.77,150,4.538466667,29-12-1992,201.6678501
0,28.48,15.25,21.86,331.72,270.18,-0.59,-0.33,0.86,57.58,3.04,2.42,2.06,-0.02,0.04,3.89,50.9,162.79,464.02,681.6,679.54,150,4.530266667,30-12-1992,196.156305
0,28.82,14.66,21.74,328.59,273.21,-0.46,-0.81,1.08,52.58,3.2,2.44,2.06,-0.01,0.04,3.79,50.71,162.18,463.67,680.35,678.29,150,4.521933333,31-12-1992,193.4323265
0,28.81,14.97,21.89,329.78,269.24,-0.3,-0.67,0.93,58.09,3.2,2.41,2.02,0,0.04,3.71,50.56,161.67,463.36,679.3,677.28,150,4.5152,01-01-1993,184.2071401
0,29.16,15.41,22.28,338.17,270.94,-0.78,-0.03,0.99,53.53,3.41,2.47,2.05,-0.01,0.05,3.61,50.38,161.07,463.02,678.08,676.03,150,4.506866667,02-01-1993,189.5978554
0,29.53,14.94,22.24,341.04,228.75,0.18,-0.14,0.6,63.8,3.05,2.39,1.96,-0.01,0.04,3.53,50.21,160.51,462.7,676.95,674.99,150,4.499933333,03-01-1993,174.03
0,30.37,14.59,22.48,339.03,268.48,-0.17,-0.61,0.9,52.65,3.21,2.5,2.04,0,0.06,3.44,50.04,159.94,462.35,675.77,673.73,150,4.491533333,04-01-1993,148.2
0,30.5,15.9,23.2,334.49,273.19,-0.1,-0.46,0.67,49.08,3.26,2.48,2.02,0,0.07,3.34,49.89,159.39,462,674.62,672.6,150,4.484,05-01-1993,150.96
0,30.16,15.75,22.96,340.08,267.31,0.49,0.38,0.91,56.97,3.29,2.53,2.03,-0.01,0.07,3.24,49.74,158.86,461.67,673.51,671.48,150,4.476533333,06-01-1993,162.3413333
0,30.42,16.21,23.32,346.58,269.26,0.94,1.62,2.03,60.39,3.44,2.51,1.99,-0.03,0.1,3.17,49.59,158.33,461.33,672.42,670.43,150,4.469533333,07-01-1993,169.5161778
0,29.6,16.55,23.08,344.51,266.62,0.78,1.32,1.71,63.22,3.48,2.53,1.98,-0.04,0.1,3.1,49.44,157.8,461.01,671.35,669.37,150,4.462466667,08-01-1993,177.1269126
0,29.3,16.35,22.83,340.41,267.72,0.19,0.2,0.77,62.45,3.28,2.59,2,-0.01,0.09,3.03,49.3,157.3,460.69,670.32,668.32,150,4.455466667,09-01-1993,190.5570446
0,29.93,16.18,23.06,349.82,271.64,0.46,0.2,0.7,54.99,3.29,2.65,2.03,0,0.11,2.96,49.16,156.79,460.37,669.28,667.25,150,4.448333333,10-01-1993,200.6194616
0,29.93,17.29,23.61,351.07,272.08,0.65,0.23,0.96,58.14,3.29,2.6,1.96,0,0.12,2.88,49.02,156.3,460.01,668.21,666.25,150,4.441666667,11-01-1993,201.525659
0,29.73,18.13,23.93,343.76,275.54,0.65,-0.54,0.96,57.64,3.42,2.68,2,-0.01,0.12,2.81,48.89,155.8,459.67,667.17,665.17,150,4.434466667,12-01-1993,205.6329174
0,30.21,18.67,24.44,334.13,280.37,1.05,-0.46,1.21,47.22,3.56,2.63,1.94,0,0.15,2.75,48.76,155.31,459.33,666.15,664.21,150,4.428066667,13-01-1993,202.234181
0,30.11,17.85,23.98,331.61,279,0.3,-0.77,0.93,46.81,3.61,2.6,1.89,-0.01,0.13,2.68,48.63,154.81,458.97,665.09,663.2,150,4.421333333,14-01-1993,218.6583146
0,29.53,17.21,23.37,341.38,277.06,-0.13,-0.43,0.83,52.35,3.36,2.62,1.88,-0.03,0.14,2.62,48.51,154.3,458.62,664.05,662.17,150,4.414466667,15-01-1993,225.6902659
0,29.89,18.34,24.12,344.1,274.49,0.05,0.16,0.65,58.87,3.28,2.57,1.96,-0.02,0.13,2.57,48.38,153.83,458.29,663.07,661.11,150,4.4074,16-01-1993,231.3038351
0,29.42,17.93,23.68,345.38,277.54,0.07,-0.46,0.66,57.98,3.36,2.67,1.86,-0.02,0.14,2.52,48.27,153.37,457.96,662.12,660.26,150,4.401733333,17-01-1993,238.8257622
0,30.53,17.37,23.95,345.66,278.54,0.3,-0.36,0.89,58.29,3.13,2.46,1.7,-0.01,0.17,2.47,48.15,152.91,457.63,661.16,659.46,150,4.3964,18-01-1993,245.8896494
0,30.05,17.4,23.72,357.21,278.6,0.25,-0.16,1.04,53.96,3.4,2.54,1.72,-0.01,0.17,2.42,48.04,152.44,457.29,660.19,658.47,150,4.3898,19-01-1993,249.896778
0,29.89,17.74,23.82,354.55,265.21,0.87,-0.11,1.05,61.7,3.21,2.34,1.58,0,0.15,2.38,47.92,151.98,456.96,659.24,657.66,150,4.3844,20-01-1993,249.9679594
0,29.95,17.26,23.6,349.16,267.17,0.23,-0.18,0.74,61.84,3.62,2.7,2.12,-0.02,0.18,2.35,47.81,151.51,456.64,658.31,656.19,150,4.3746,21-01-1993,239.1130409
0.06,29.13,16.94,23.04,333.27,285.79,0.34,-0.73,1.02,53.16,3.37,2.61,2.02,-0.03,0.18,2.33,47.69,151.05,456.3,657.37,655.41,150,4.3694,22-01-1993,242.1715926
0,28.93,16.75,22.84,323.08,289.68,0.53,-0.63,1.02,47.75,3.43,2.59,1.72,-0.01,0.19,2.3,47.59,150.59,455.95,656.43,654.71,150,4.364733333,23-01-1993,252.675342
0,29.32,16.86,23.09,320.33,290.32,-0.05,-1.2,1.34,43.25,3.55,2.63,1.71,0,0.21,2.26,47.48,150.13,455.61,655.48,653.77,150,4.358466667,24-01-1993,257.9943833
0,29.38,16.17,22.78,318.45,292.48,-0.26,-1.06,1.24,39.5,3.72,2.66,1.7,0,0.2,2.22,47.37,149.67,455.25,654.51,652.81,150,4.352066667,25-01-1993,242.3
0,29.59,15.84,22.72,319.49,294.28,-0.05,-1.28,1.43,36.64,3.96,2.71,1.7,0,0.23,2.18,47.27,149.22,454.91,653.58,651.88,150,4.345866667,26-01-1993,245.2566667
0,30.04,16.21,23.12,324.24,294.33,0.39,-1.26,1.42,40.84,4.05,2.71,1.67,0,0.23,2.15,47.17,148.78,454.55,652.65,650.98,150,4.339866667,27-01-1993,238.9958889
0,30.08,16.39,23.24,319.72,296.93,-0.05,-0.76,1.1,40.08,4.07,2.66,1.61,-0.04,0.23,2.12,47.07,148.34,454.2,651.73,650.12,150,4.334133333,28-01-1993,235.264063
0,29.85,16.21,23.03,330.97,294.89,-0.59,-0.22,1.03,45.22,3.72,2.69,1.6,-0.03,0.22,2.09,46.98,147.92,453.85,650.84,649.24,150,4.328266667,29-01-1993,260.5005732
0,29.99,16.85,23.42,343.31,293.62,-0.14,-0.32,0.83,53.54,3.58,2.76,1.61,-0.04,0.21,2.07,46.89,147.51,453.53,650,648.39,150,4.3226,30-01-1993,270.550363
0,29.99,16.95,23.47,351.36,295.93,0.31,-0.1,0.86,52.24,3.48,2.72,1.55,0.01,0.25,2.05,46.8,147.12,453.19,649.16,647.61,150,4.3174,31-01-1993,272.4918966
0,29.78,17.49,23.64,333.72,284,0.06,-1.01,1.24,47.86,3.77,2.81,1.58,0,0.25,2.04,46.72,146.71,452.85,648.32,646.74,150,4.3116,01-02-1993,269.3782012
0,29.46,16.96,23.21,332.61,299.02,-0.72,-0.47,1.18,48.62,3.69,2.72,1.51,-0.02,0.25,2.02,46.63,146.3,452.49,647.44,645.93,150,4.3062,02-02-1993,256.9728607
0,29.32,17.74,23.53,337.59,296.02,-0.79,-0.38,1.12,54.94,3.58,2.77,1.49,-0.02,0.29,2.01,46.54,145.9,452.16,646.61,645.12,150,4.3008,03-02-1993,255.6494785
0,29.19,16.91,23.05,331.63,302.21,-0.76,-0.34,1.11,50.54,3.69,2.85,1.52,-0.04,0.29,1.99,46.46,145.49,451.81,645.75,644.23,150,4.294866667,04-02-1993,257.578003
0,29.51,16.58,23.04,324.49,305.23,-0.14,-0.84,1.02,44.29,3.62,2.79,1.45,-0.02,0.29,1.97,46.38,145.1,451.49,644.94,643.49,150,4.289933333,05-02-1993,257.4660686
0,29.78,16.36,23.07,318.4,308.92,-0.71,-0.28,1.04,42.63,3.72,2.84,1.45,-0.02,0.3,1.95,46.3,144.72,451.14,644.11,642.66,150,4.2844,06-02-1993,248.0951768
0,29.85,16.49,23.17,331.09,308.89,0.14,-0.17,0.7,48.39,3.77,2.94,1.48,-0.01,0.29,1.93,46.22,144.34,450.81,643.3,641.82,150,4.2788,07-02-1993,251.213612
0,29.88,17.07,23.48,336.45,308.09,0.4,-0.03,0.81,50.58,3.9,3.01,1.48,-0.02,0.27,1.92,46.15,143.97,450.48,642.52,641.04,150,4.2736,08-02-1993,246.6352876
0.06,30.78,17.63,24.2,345.01,310.39,-0.26,0.29,0.85,48.47,3.88,3.09,1.49,-0.04,0.31,1.9,46.08,143.63,450.14,641.75,640.32,150,4.2688,09-02-1993,258.8690155
0,29.96,18.72,24.34,349.8,295.36,0.21,0.39,1.1,55.72,3.82,2.96,1.38,-0.03,0.3,1.89,46.01,143.28,449.83,641.01,639.63,150,4.2642,10-02-1993,246.0503765
0,30.01,18.17,24.09,374.69,304.33,0.05,0.29,1.1,51.52,3.17,2.48,1.13,0,0.3,1.88,45.94,142.93,449.5,640.25,639.12,150,4.2608,11-02-1993,244.7652384
0,30.16,18.54,24.35,373.24,302.82,0.03,0.15,0.87,51.83,3.35,2.63,1.18,0.03,0.31,1.87,45.88,142.59,449.17,639.51,638.33,150,4.255533333,12-02-1993,236.9179843
0,31.14,19.04,25.09,361.33,305.29,0.52,-0.02,0.92,45.35,4.02,3.1,1.38,0,0.31,1.86,45.82,142.26,448.84,638.78,637.4,150,4.249333333,13-02-1993,251.4480567
0.43,32.18,19.85,26.02,350.05,311.33,0.57,-0.48,0.9,43.73,4.31,3.21,1.4,0,0.34,1.84,45.76,141.94,448.51,638.05,637.08,150,4.2472,14-02-1993,255.6537693
1.32,33.3,19.79,26.54,351.54,313.87,0.48,-0.45,0.92,42.59,4.42,3.21,1.36,0,0.35,1.83,45.7,141.64,448.2,637.37,637.33,150,4.248866667,15-02-1993,253.6473872
0,33.36,20.54,26.95,356.08,315.66,0.84,-0.18,1.11,38.17,4.66,3.23,1.34,0,0.37,1.81,45.65,141.35,447.9,636.71,635.37,150,4.2358,16-02-1993,264.8766786
0,32.91,20.47,26.69,364.33,313.9,1.7,0.7,2.11,45.82,4.82,3.24,1.31,0,0.39,1.8,45.6,141.05,447.58,636.03,634.72,150,4.231466667,17-02-1993,268.6218964
0,32.81,21.3,27.06,356.84,289.39,1.45,0.99,2.07,56.05,4.83,3.22,1.28,0,0.39,1.79,45.54,140.74,447.27,635.34,634.06,150,4.227066667,18-02-1993,267.2605344
0,32.58,21.99,27.28,347.97,283.57,1.69,0.66,1.93,53.88,4.59,3.2,1.24,0,0.39,1.79,45.48,140.41,446.96,634.64,633.4,150,4.222666667,19-02-1993,266.7983385
0.03,32.53,21.43,26.98,325.14,318.79,1.2,0.23,1.44,36.88,4.87,3.15,1.2,-0.01,0.4,1.8,45.42,140.09,446.64,633.95,632.78,150,4.218533333,20-02-1993,274.7389477
0,32.01,18.93,25.47,281.15,337.31,1.51,-0.75,1.79,21.12,4.77,3.02,1.13,0,0.42,1.81,45.36,139.76,446.31,633.24,632.11,150,4.214066667,21-02-1993,266.5613335
0,31.05,13.88,22.46,283.93,345.97,0.44,-1.85,2.1,17.68,4.64,3,1.1,0,0.35,1.8,45.3,139.4,445.94,632.44,631.34,150,4.208933333,22-02-1993,262.0888446
0,30.59,14.51,22.55,304.91,340.29,0,0.13,0.7,35.81,4.42,3.1,1.11,-0.02,0.35,1.78,45.24,139.06,445.62,631.7,630.59,150,4.203933333,23-02-1993,261.1896016
0,30.39,16.8,23.6,330.31,329.71,-0.03,0.54,1.16,47.27,4.27,3.21,1.12,-0.01,0.38,1.78,45.18,138.75,445.29,631,629.88,150,4.1992,24-02-1993,271.0867477
0,30.79,18.18,24.48,345.04,327.01,0,0.56,1.09,48.95,4.02,3.1,1.06,-0.01,0.39,1.77,45.13,138.46,444.95,630.31,629.25,150,4.195,25-02-1993,264.0216068
0,31,18.36,24.68,355.46,326.81,0.23,0.81,1.39,46.82,4.01,3.08,1.02,0.05,0.37,1.76,45.08,138.17,444.64,629.65,628.63,150,4.190866667,26-02-1993,265.0136843
0,31.46,18.58,25.02,357.47,327.46,0.07,0.46,1.15,49.16,4.09,3.13,1.03,0.11,0.38,1.78,45.04,137.87,444.31,629,627.97,150,4.186466667,27-02-1993,254.8753334
0,31.2,18.62,24.91,351.61,326.89,0.39,1.26,1.71,54.01,4.45,3.27,1.07,0.06,0.38,1.84,44.99,137.59,443.99,628.41,627.34,150,4.182266667,28-02-1993,261.7643778
0,30.27,19.26,24.76,363.91,325.66,0.41,0.91,1.31,52.95,3.85,2.99,0.98,0.06,0.4,1.88,44.94,137.3,443.68,627.8,626.82,150,4.1788,01-03-1993,257.784106
0.08,30.2,20.64,25.42,369.52,323.42,-0.03,1.03,1.49,55.73,3.98,3.16,0.98,0.26,0.37,1.93,44.89,137.02,443.35,627.19,626.29,150,4.175266667,02-03-1993,252.0966004
0.43,30.93,20.35,25.64,380.6,307.56,0.08,0.9,1.59,49.86,4.45,3.36,1.01,0.19,0.4,2.1,44.85,136.75,443.04,626.74,626.16,150,4.1744,03-03-1993,268.6611803
0.15,31.7,19.93,25.82,385.31,321.14,0.15,0.38,1.01,52.52,4.27,3.45,1.02,0.41,0.4,2.32,44.81,136.49,442.71,626.33,625.46,150,4.169733333,04-03-1993,267.7187475
0,32.45,20.2,26.33,384.74,326.08,0.64,0.18,1.05,58.52,4.07,3.21,0.96,0.62,0.38,3.1,44.77,136.24,442.42,626.53,625.57,150,4.170466667,05-03-1993,260.1885401
1.25,32.88,20.4,26.64,385.39,318.67,0.58,0.15,1.01,60.48,4.22,3.42,0.97,0.5,0.39,4.15,44.73,136.01,442.13,627.02,627.3,150,4.182,06-03-1993,242.7
0.92,33.3,20.62,26.96,373.31,324.26,0.2,-0.56,1.01,49.51,4.27,3.35,0.92,0.16,0.52,4.77,44.7,135.77,441.83,627.07,627.07,150,4.180466667,07-03-1993,258.0933333
0,33.25,20.77,27.01,353.72,340.56,0.07,-0.06,0.83,44.48,4.32,3.41,0.91,0,0.5,4.6,44.66,135.52,441.51,626.29,625.38,150,4.1692,08-03-1993,267.3591111
0,33.23,20.43,26.83,355.79,337.18,0.27,0.93,1.41,43.45,4.24,3.26,0.86,0.04,0.5,4.34,44.62,135.27,441.21,625.44,624.58,150,4.163866667,09-03-1993,259.0941037
0,32.69,20.86,26.78,364.18,257.15,0.89,-0.13,1.19,51.86,2.84,2.32,0.72,0.18,0.35,4.26,44.58,135.01,440.89,624.74,624.02,150,4.160133333,10-03-1993,251.1262657
0.44,31.79,20.09,25.94,366.9,339.96,0.46,0.66,1.22,43.89,4.39,3.49,0.92,0.15,0.49,4.21,44.54,134.76,440.59,624.1,623.62,150,4.157466667,11-03-1993,244.9466349
0,32.45,19.7,26.08,371.71,341.54,0.9,0.34,1.3,43.36,4.33,3.43,0.86,0.06,0.48,4.06,44.51,134.53,440.29,623.39,622.53,150,4.1502,12-03-1993,238.1662021
0,33.59,21.62,27.61,366.98,334.28,1.08,-0.25,1.23,46.42,4.52,3.31,0.81,0.05,0.49,3.9,44.47,134.3,439.99,622.66,621.85,150,4.145666667,13-03-1993,240.0385947
0,33.9,22.16,28.03,375.8,336.97,1.25,-0.06,1.52,43.85,4.52,3.22,0.78,0.01,0.49,3.69,44.44,134.08,439.71,621.92,621.14,150,4.140933333,14-03-1993,246.11111
0,34.08,23.27,28.67,392.29,331.12,1.52,-0.22,1.77,40.33,4.64,3.25,0.78,0.03,0.42,3.49,44.41,133.87,439.44,621.21,620.43,150,4.1362,15-03-1993,238.303703
0,34.87,22.54,28.7,367.49,347.98,0.89,-0.53,1.22,37.27,5.19,3.85,0.89,0,0.44,3.3,44.39,133.68,439.17,620.54,619.65,150,4.131,16-03-1993,251.1923452
0,35.61,23.08,29.34,363.87,351.47,0.56,-0.66,1.28,33.62,5.24,3.81,0.86,0,0.44,3.11,44.36,133.5,438.93,619.9,619.04,150,4.126933333,17-03-1993,268.3218186
0,35.53,21.95,28.74,356.22,355.88,0.76,0.19,1.35,36.99,5.44,3.77,0.83,-0.01,0.44,2.94,44.33,133.32,438.66,619.25,618.42,150,4.1228,18-03-1993,242.9
0,34.91,22.06,28.48,378.25,346.85,1.61,1.22,2.22,48.39,5.43,3.78,0.8,0,0.44,2.81,44.31,133.12,438.39,618.63,617.83,150,4.118866667,19-03-1993,238.2366667
0,34.28,23.03,28.66,391.61,330.76,1.06,1.59,2.1,51.42,5.18,3.44,0.72,0.11,0.66,3.14,46.47,131.55,558.58,739.74,739.02,150,4.9268,20-03-1993,234.5498889
0,34.27,22.8,28.54,377.83,332.3,0.94,2.48,2.82,50.25,5.59,3.67,0.75,0,0.71,3.71,47.13,130.88,557.85,739.57,738.82,150,4.925466667,21-03-1993,241.868263
0,33.52,23.18,28.35,390.88,317.9,1.09,2.35,2.71,61.59,4.82,3.39,0.67,0.06,0.61,3.68,47.05,130.66,557.13,738.52,737.85,150,4.919,22-03-1993,218.6
0,33.65,23.67,28.66,388.98,318.37,1.27,1.1,1.9,55.89,4.97,3.63,0.71,0.11,0.66,3.66,46.96,130.45,556.41,737.48,736.77,150,4.9118,23-03-1993,218.38
0,34.43,23.83,29.13,390.64,313.67,0.77,1.75,2.23,56.64,5.1,3.71,0.78,0.29,0.65,3.59,46.89,130.26,555.73,736.47,735.69,150,4.9046,24-03-1993,227.1173333
5.62,34.6,24.45,29.52,388.76,299.2,1.24,2.06,2.48,66.27,4.45,3.37,0.69,0.26,0.69,4.12,46.81,130.07,555.05,736.05,740.98,150,4.939866667,25-03-1993,215.9643111
3.97,34.16,24.16,29.16,391.44,322.8,1.66,1.83,2.6,64.25,4.52,3.34,0.66,0.27,0.63,4.68,46.73,129.87,554.38,735.66,738.97,150,4.926466667,26-03-1993,216.377397
0.09,34.7,24.12,29.41,379.18,324.41,0.42,-0.25,1.03,50.49,4.38,3.39,0.62,0.03,0.78,4.81,46.66,129.68,553.7,734.85,734.32,150,4.895466667,27-03-1993,245.5723515
0.43,34.63,23.77,29.2,390.59,310.96,1.05,0.74,1.48,57.47,5.15,3.91,0.7,0.11,0.71,4.67,46.58,129.49,552.98,733.72,733.45,150,4.889666667,28-03-1993,246.5758226
0.34,35.13,23.85,29.49,386.35,339.6,0.76,0.92,1.48,55.32,5.11,3.83,0.93,0.07,0.71,4.57,46.51,129.31,552.29,732.68,732.09,150,4.8806,29-03-1993,237.6313543
1.64,34.69,23.29,28.99,383.99,321.77,0.68,0.45,1.3,55.89,4.82,3.7,0.72,0.04,0.72,4.37,46.45,129.14,551.61,731.57,732.49,150,4.883266667,30-03-1993,247.0331911
0.03,34.35,23.88,29.12,386.88,334.06,1.29,1.18,2.09,57.1,4.79,3.57,0.77,0.4,0.63,4.44,46.39,128.96,550.91,730.7,729.96,150,4.8664,31-03-1993,257.3876877
3.24,34.46,23.38,28.92,392.27,349.09,1.2,0.99,1.76,51.44,5.14,3.82,0.74,0.15,0.72,4.66,46.32,128.79,550.21,729.98,732.48,150,4.8832,01-04-1993,256.2455355
0.04,34.75,23.39,29.07,389.21,326.61,1.13,0.87,1.56,47.28,4.97,3.66,0.84,0.3,0.63,4.63,46.26,128.61,549.5,729,728.2,150,4.854666667,02-04-1993,265.5555058
0,36.43,22.69,29.56,392.21,341.64,0.38,0.77,1.4,48.6,4.8,3.7,0.72,0.84,0.6,4.97,46.2,128.45,548.86,728.48,727.76,150,4.851733333,03-04-1993,260.2851537
0,36.05,22.72,29.38,388.13,350.32,0.32,0.96,1.56,45.74,5.13,3.92,0.67,0.21,0.71,5.49,46.14,128.3,548.21,728.14,727.47,150,4.8498,04-04-1993,264.3939307
0,35.83,22.18,29,390.95,355.7,0.45,0.95,1.74,47.21,5.18,3.86,0.62,0.35,0.71,5.38,46.09,128.14,547.55,727.16,726.54,150,4.8436,05-04-1993,259.2494894
0,35.37,22.54,28.96,390.48,357.6,1.14,1.05,1.94,44.8,5.33,3.87,0.61,0.32,0.7,5.21,46.04,127.98,546.9,726.13,725.52,150,4.8368,06-04-1993,244.79
0,36.17,23.58,29.88,389.46,347.29,1.38,1.41,2.13,43.07,5.53,3.91,0.59,0.23,0.7,5.02,45.98,127.82,546.25,725.07,724.48,150,4.829866667,07-04-1993,237.2003333
0,36.63,23.98,30.3,384.02,346.38,1.35,1.54,2.22,45.64,5.8,3.87,0.57,0.1,0.75,4.88,45.92,127.66,545.56,724.02,723.45,150,4.823,08-04-1993,239.7802111
0,36.62,24.16,30.39,385.58,341.07,1.07,1.76,2.24,52.2,5.63,3.67,0.53,0.09,0.71,4.65,45.86,127.49,544.87,722.87,722.34,150,4.8156,09-04-1993,242.907467
0,35.44,24.02,29.73,385.68,353.05,1.34,1.62,2.31,48.49,5.31,3.78,0.54,0.13,0.68,4.47,45.81,127.33,544.2,721.81,721.27,150,4.808466667,10-04-1993,240.4480625
0.29,35.61,24.75,30.18,408.79,341.93,2.08,1.47,2.8,52.14,5.18,3.67,0.84,0.77,0.65,4.53,45.75,127.16,543.53,720.97,720.42,150,4.8028,11-04-1993,233.1804396
0.47,35.85,24.02,29.94,391.46,327.31,1.06,1.78,2.13,65.33,5.3,3.98,1.2,0.47,0.67,5.77,45.69,126.99,542.88,721.33,720.6,150,4.804,12-04-1993,235.0176117
7.43,35.54,23.53,29.54,386.08,325.98,0.7,1.87,2.14,62.63,4.84,3.88,1.57,0.46,0.75,6.85,45.63,126.81,542.19,721.48,727.34,150,4.848933333,13-04-1993,226.9778208
5.36,35.02,23.05,29.04,400.01,337.21,0.56,1.49,1.85,58.09,4.49,3.73,2.37,1.02,0.62,7.65,45.57,126.64,541.5,721.36,724.35,150,4.829,14-04-1993,235.5526198
9.18,34.69,23.87,29.28,400.43,326.27,-0.19,0.57,0.85,63.73,4.57,3.88,2.03,0.46,0.77,8.28,45.51,126.48,540.83,721.1,728.25,150,4.855,15-04-1993,238.6499925
3.71,34.88,24.15,29.52,408.18,330.4,0.12,0.3,0.85,56.95,4.71,3.95,1.83,0.38,0.83,8.59,45.46,126.33,540.16,720.54,722.42,150,4.816133333,16-04-1993,243.6116619
0.66,35.61,24.15,29.88,407.53,327.4,0.26,0.6,0.89,55.91,4.72,3.83,1.64,0.46,0.8,8.6,45.41,126.17,539.52,719.7,718.72,150,4.791466667,17-04-1993,243.3873859
0.54,36.81,25.49,31.15,414.37,338.61,0.87,0.62,1.26,59.6,5.04,3.96,1.29,1.28,0.81,9.2,45.37,126.02,538.88,719.47,718.72,150,4.791466667,18-04-1993,256.0920111
4.96,36.76,24.99,30.88,406.7,343.9,0.83,0.83,1.34,53.7,5.06,4.02,1.38,0.37,0.97,10.03,45.32,125.88,538.27,719.5,723.08,150,4.820533333,19-04-1993,254.5582737
0.03,37.09,25.72,31.4,402.42,356.18,1.08,1.09,1.68,49.95,5.26,3.9,1.09,0.25,1.05,9.88,45.27,125.74,537.66,718.55,717.49,150,4.783266667,20-04-1993,244.02024
0.01,36.96,25.51,31.24,408.63,360.15,1.13,1.59,2.14,51.07,5.37,3.88,0.84,0.84,0.89,9.33,45.23,125.6,537.05,717.21,716.38,150,4.775866667,21-04-1993,226.2
0,36.89,25.63,31.26,408.22,351.8,1.24,1.21,1.83,51.37,5.55,3.95,0.72,0.55,0.92,9.26,45.19,125.47,536.45,716.37,715.65,150,4.771,22-04-1993,230.5966667
0.04,36.94,25.76,31.35,407.39,358.59,1.13,1.52,2.01,50.54,5.83,4.22,0.69,0.27,1.01,9.41,45.15,125.33,535.86,715.75,715.1,150,4.767333333,23-04-1993,220.1778889
3.89,36.39,25.79,31.09,405.34,357.88,1.02,1.5,1.87,53.32,5.38,4,0.69,0.42,0.92,9.29,45.1,125.2,535.24,714.83,718.03,150,4.786866667,24-04-1993,224.212663
2.16,36.49,25.53,31.01,409.64,306.65,0.85,1.41,1.75,59.41,5.18,3.98,0.95,0.27,0.94,9.29,45.06,125.06,534.61,714.02,715.23,150,4.7682,25-04-1993,229.3380199
3.36,36.46,24.71,30.58,400.57,354.22,1.7,1.01,2.21,51.97,5.43,4.19,0.81,0.13,1.04,8.87,45.02,124.92,533.99,712.8,715.35,150,4.769,26-04-1993,234.7140793
1.12,36.75,25.85,31.3,402.67,363.95,1.66,0.74,1.99,47.57,6.18,4.34,0.67,0.39,0.88,8.4,44.98,124.79,533.41,711.58,712.03,150,4.746866667,27-04-1993,189.3
0.94,37.48,26.39,31.94,399.71,368.24,1.74,0.92,2.22,42.71,6.1,4.22,0.66,0.23,0.83,7.71,44.94,124.67,532.89,710.21,710.49,150,4.7366,28-04-1993,199.3966667
