prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,3105
0,30.75,16.63,23.69,343.67,267.83,0.14,-0.96,1.06,46.84,3.12,2.46,1.74,0,0.01,1.79,55.99,179.44,454.92,692.14,690.4,150,4.602666667,09-12-2011,4.216834146
0,30.75,17.22,23.98,332.24,268.15,0.97,-1.08,1.49,46.05,3.41,2.43,1.77,0,0.01,1.78,55.72,178.67,454.45,690.62,688.85,150,4.592333333,10-12-2011,4.133994959
0,30.48,17.77,24.12,336.78,268.11,0.48,-0.43,0.69,53.05,3.23,2.4,1.65,0,0.01,1.76,55.44,177.92,454.01,689.13,687.48,150,4.5832,11-12-2011,3.52
0,30.08,17.9,23.99,333.24,265.71,0.31,-1.3,1.35,49.29,3.23,2.4,1.69,0,0.01,1.75,55.17,177.18,453.59,687.69,686,150,4.573333333,12-12-2011,3.616
0,29.41,16.83,23.12,334.75,268.53,-0.1,-0.63,0.7,51.77,2.98,2.39,1.6,0,0.01,1.74,54.89,176.41,453.13,686.17,684.57,150,4.5638,13-12-2011,3.613466667
0,29.31,15.96,22.64,333.52,265.58,-0.19,-0.56,0.65,57.42,3,2.37,1.56,0,0.01,1.73,54.62,175.63,452.71,684.69,683.13,150,4.5542,14-12-2011,3.551862222
0,29.07,15.85,22.46,327.23,269.26,-0.19,-0.25,0.36,51.05,2.9,2.39,1.6,0,0.01,1.72,54.35,174.86,452.29,683.22,681.62,150,4.544133333,15-12-2011,3.456179407
0,29.23,16.2,22.72,327.61,269.17,-0.31,-0.52,0.65,46.12,2.91,2.38,1.52,0,0.01,1.71,54.09,174.12,451.86,681.78,680.26,150,4.535066667,16-12-2011,3.28
0,29.58,15.52,22.55,325.87,269.42,-0.35,-0.34,0.54,50.7,2.84,2.36,1.54,0,0.01,1.7,53.83,173.35,451.4,680.28,678.74,150,4.524933333,17-12-2011,3.06
0.07,29.53,15.54,22.54,324.19,267.51,-0.61,-0.34,0.71,46.76,3.03,2.34,1.46,0,0.01,1.7,53.57,172.59,450.98,678.84,677.45,150,4.516333333,18-12-2011,2.958
0,29.21,15.61,22.41,316.98,268.71,-0.19,-1.22,1.26,42.98,2.94,2.32,1.42,0,0.01,1.69,53.32,171.84,450.56,677.41,675.99,150,4.5066,19-12-2011,2.816733333
0.08,28.74,15.19,21.96,317.14,260.88,-0.76,-1.43,1.65,39.65,3.25,2.25,1.36,0,0.01,1.68,53.07,171.1,450.15,676,674.72,150,4.498133333,20-12-2011,2.770597778
0,28.87,14.73,21.8,305.01,273.72,-0.71,-1.45,1.66,40.4,3.51,2.23,1.33,0,0.01,1.68,52.82,170.34,449.69,674.53,673.2,150,4.488,21-12-2011,2.691378593
0,28.65,13.38,21.02,313.62,273.87,-0.9,-1.19,1.51,32.51,3.15,2.25,1.36,0,0.01,1.67,52.58,169.6,449.28,673.13,671.77,150,4.478466667,22-12-2011,2.637873109
0.07,28.77,13.55,21.16,305.57,274.83,-0.35,-1.05,1.13,37.73,3.13,1.93,1.11,0,0.02,1.66,52.35,168.88,448.84,671.73,670.69,150,4.471266667,23-12-2011,2.690652969
0.03,28.84,14.23,21.54,312.73,265.39,-1.38,-1.74,2.24,36.54,3.63,2.23,1.34,0,0.01,1.66,52.11,168.17,448.39,670.33,669.02,150,4.460133333,24-12-2011,2.724080214
0,28.73,12.9,20.82,308.54,274.14,-0.67,-2.08,2.22,40.27,3.58,2.27,1.27,0,0.01,1.66,51.88,167.45,447.97,668.96,667.69,150,4.451266667,25-12-2011,2.745250802
0,28.73,12.74,20.74,306.92,275.14,-0.81,-1.86,2.06,38.44,3.56,2.24,1.27,0,0.02,1.65,51.65,166.73,447.52,667.55,666.28,150,4.441866667,26-12-2011,2.688658841
0,28.7,13.5,21.1,305.59,275.34,-0.8,-1.55,1.78,38.65,3.65,2.26,1.24,0,0.02,1.65,51.43,166,447.12,666.2,664.96,150,4.433066667,27-12-2011,2.652817266
0,28.96,14.9,21.93,369.38,259.52,-1.63,-2.25,2.8,42.75,3.62,2.29,1.21,0,0.03,1.65,51.21,165.3,446.68,664.84,663.63,150,4.4242,28-12-2011,2.630117602
0.05,29.4,16.44,22.92,404.5,213.66,-2.05,-1.29,2.46,67.06,3.6,2.48,1.37,0.19,0.02,1.67,51.03,164.7,446.31,663.71,662.39,150,4.415933333,29-12-2011,2.545741148
0,30.03,19.52,24.78,407.99,217.89,-1.31,0.49,1.43,71.68,2.99,2.36,1.25,0.44,0.02,1.96,50.85,164.13,445.95,662.89,661.64,150,4.410933333,30-12-2011,2.492302727
0.34,27.96,20.17,24.06,404.37,217.08,-0.89,1.22,1.52,81.84,1.74,1.66,1.55,0.57,0.02,4.03,50.72,163.66,445.67,664.08,662.87,150,4.419133333,31-12-2011,2.458458394
4.96,27.28,19.26,23.27,393.44,199.95,0.23,1.56,1.6,75.66,1.22,1.19,1.09,0.51,0.14,9.97,56.98,150.4,593.05,810.4,814.27,150,5.428466667,01-01-2012,2.507023649
1.48,29.13,18,23.56,381.75,218.29,0.68,0.82,1.1,78.95,2.66,2.29,1.89,0.13,0.12,10.89,58.85,145.77,592.43,807.94,807.53,150,5.383533333,02-01-2012,2.524448311
0.9,29.65,18.68,24.16,363.9,253.25,0.64,-0.06,0.68,73.63,2.07,1.78,1.44,0.01,0.26,10.79,58.57,145.44,591.8,806.6,806.06,150,5.373733333,03-01-2012,2.602150597
0,30.39,18.8,24.6,367.99,245.09,0.43,0.41,0.66,75.79,2.39,2.1,1.52,0,0.21,10.45,58.27,145.09,591.13,804.94,803.42,150,5.356133333,04-01-2012,2.614695378
0,30.66,18.88,24.77,361.7,243.55,0.57,0.99,1.19,71.38,2.73,2.29,1.6,0.01,0.31,10.1,57.95,144.74,590.42,803.21,801.61,150,5.344066667,05-01-2012,2.599307073
0,30.71,19.49,25.1,357.6,257.8,0.54,2.6,2.67,62.92,2.83,2.37,1.59,0,0.34,9.71,57.63,144.36,589.68,801.38,799.79,150,5.331933333,06-01-2012,2.556227813
0,30.48,19.23,24.86,355.93,264.2,0.51,3.05,3.1,59.2,3.27,2.55,1.6,0,0.36,9.3,57.31,143.96,588.91,799.48,797.88,150,5.3192,07-01-2012,2.472277615
0,30.31,18.75,24.53,355.86,254.89,0.26,2.25,2.29,58.4,3.25,2.54,1.58,0,0.33,8.9,56.99,143.56,588.13,797.58,796,150,5.306666667,08-01-2012,2.379109156
11.84,29.04,18.61,23.82,358.21,265.61,0.53,1.55,1.66,66.22,3.06,2.42,1.4,0.18,0.32,8.55,56.67,143.19,587.38,795.79,806.23,150,5.374866667,09-01-2012,2.326769132
5.37,27.09,17.89,22.49,354.31,212.92,-0.34,-0.74,0.88,83.14,1.64,1.38,1.14,0.28,0.19,9.38,56.46,142.93,586.97,795.74,799.97,150,5.333133333,10-01-2012,2.340287117
1.02,25.94,17.2,21.57,330.06,218.9,-0.2,-2.12,2.17,69.91,2.37,1.99,1.34,0.01,0.27,10.5,56.3,142.73,586.54,796.07,795.75,150,5.305,11-01-2012,2.432181841
0.02,27.46,14.19,20.82,290.99,278,0.78,-1.93,2.09,41.07,3.44,2.37,1.78,0,0.49,10.26,56.04,142.41,585.83,794.54,792.78,150,5.2852,12-01-2012,4.743715166
0,26.43,12.58,19.5,275.29,289.27,-0.57,-2.36,2.46,35.11,3.62,2.3,1.7,0,0.46,9.74,55.72,142.03,585.03,792.52,790.82,150,5.272133333,13-01-2012,5.107686272
0,26.32,10.76,18.54,278.06,291.58,-0.4,-1.58,1.66,43.47,3.32,2.28,1.46,0,0.31,9.27,55.42,141.64,584.27,790.6,789.14,150,5.260933333,14-01-2012,4.8
0,27.54,10.09,18.81,294.63,289.77,-0.13,-0.35,0.56,41.33,3.39,2.39,1.42,0,0.31,8.87,55.11,141.24,583.51,788.73,787.31,150,5.248733333,15-01-2012,4
0,29.18,10.82,20,310.82,283.14,0.44,0.36,0.63,49.3,3.37,2.53,1.36,0,0.39,8.48,54.8,140.83,582.7,786.81,785.45,150,5.236333333,16-01-2012,3.823333333
0,29.77,12.41,21.09,319.61,283.87,0.41,0.47,0.69,55.53,3.51,2.61,1.37,0,0.4,8.12,54.51,140.44,581.89,784.96,783.59,150,5.223933333,17-01-2012,3.33
0,29.58,14.24,21.91,337.06,279.48,0.98,1.72,2,62.72,3.67,2.63,1.5,0,0.41,7.79,54.23,140.08,581.12,783.22,781.72,150,5.211466667,18-01-2012,3.185666667
0,29.33,14.98,22.16,338.05,252.16,1.24,2.36,2.68,71.52,3.66,2.69,1.37,0,0.31,7.53,53.97,139.74,580.39,781.63,780.26,150,5.201733333,19-01-2012,2.98
0,28.93,15.76,22.34,328.5,279.61,0.91,0.66,1.16,66.6,3.32,2.56,1.4,0,0.37,7.28,53.71,139.4,579.69,780.08,778.68,150,5.1912,20-01-2012,2.887333333
0,28.18,15.28,21.73,312.51,284.47,0.22,-1.2,1.23,45.79,3.57,2.55,1.25,0,0.47,7,53.45,139.03,578.88,778.36,777.11,150,5.180733333,21-01-2012,2.858644444
0,28.79,15.3,22.04,330.6,285.49,-0.19,0.2,0.32,54.08,3.28,2.61,1.3,0,0.42,6.7,53.19,138.66,578.01,776.56,775.26,150,5.1684,22-01-2012,2.760474815
0,29.03,16.16,22.6,340.01,282.51,0.12,-0.25,0.36,59.48,3.23,2.63,1.37,0,0.44,6.42,52.93,138.3,577.17,774.82,773.45,150,5.156333333,23-01-2012,2.651634049
0,29.29,16.74,23.02,345.41,280.72,0.2,0.73,0.81,67.88,3.21,2.58,1.37,-0.01,0.39,6.19,52.69,137.96,576.43,773.27,771.9,150,5.146,24-01-2012,2.562701565
0,29.43,16.95,23.19,360,282.56,-0.27,0.8,0.97,56.85,2.95,2.3,1.12,0.01,0.49,5.96,52.46,137.63,575.63,771.68,770.56,150,5.137066667,25-01-2012,2.443044324
0,30.07,17.12,23.6,348.31,283.96,0.96,0.56,1.17,62.52,3.61,2.68,1.21,0.01,0.44,5.73,52.23,137.29,574.83,770.08,768.87,150,5.1258,26-01-2012,2.360594739
0,29.4,17.44,23.42,353.54,276.95,0.41,0.6,0.85,63.01,3.3,2.56,1.19,0.05,0.41,5.55,52.01,136.96,574.04,768.56,767.37,150,5.1158,27-01-2012,2.291710001
0,29.81,18.71,24.26,365.99,281.98,-0.14,1.98,2.03,59.62,3.57,2.66,1.15,0.16,0.46,5.38,51.79,136.63,573.24,767.04,765.89,150,5.105933333,28-01-2012,2.204749667
0,28.81,18.35,23.58,358.88,269.33,0.27,0.21,0.53,65.99,3.2,2.51,1.09,0.04,0.42,5.26,51.57,136.3,572.44,765.57,764.48,150,5.096533333,29-01-2012,2.149674789
0.07,29.12,18.66,23.89,362.19,258.92,-0.36,-0.47,0.72,66.07,2.74,2.21,0.94,0.07,0.28,5.19,51.36,135.99,571.66,764.2,763.33,150,5.088866667,30-01-2012,2.0814607
0,28.92,18.1,23.51,353.5,267.51,0.11,-1.45,1.46,61.77,2.79,2.25,0.94,0.01,0.45,5.2,51.15,135.67,570.9,762.92,761.98,150,5.079866667,31-01-2012,2.03492511
0,29.68,17.75,23.72,349.4,257.9,-0.03,-2.51,2.53,53.84,3.72,2.54,1.17,0,0.53,5.04,50.94,135.34,570.05,761.37,760.2,150,5.068,01-02-2012,1.982119236
0,28.94,16.93,22.94,322.43,298.61,0.19,-1.34,1.43,44.25,3.85,2.8,1.12,0,0.55,4.84,50.73,135.01,569.16,759.74,758.62,150,5.057466667,02-02-2012,1.935342183
0,29.19,15.86,22.52,320.53,301,0.38,-1.45,1.54,47.22,3.78,2.79,1.19,0,0.53,4.64,50.53,134.7,568.27,758.14,756.95,150,5.046333333,03-02-2012,1.889050049
0,30.16,15.06,22.61,333.86,301.74,0.28,-0.43,0.55,49.6,3.64,2.89,1.17,0,0.54,4.45,50.34,134.39,567.42,756.6,755.43,150,5.0362,04-02-2012,1.836398365
0,30.47,15.66,23.06,331.75,303.62,0.23,-0.31,0.41,50.96,3.54,2.94,1.11,0,0.59,4.26,50.17,134.1,566.54,755.07,753.96,150,5.0264,05-02-2012,1.796385631
0,31.51,16.51,24.01,340.7,306.51,0.29,0.01,0.36,48.83,3.85,2.98,1.24,0,0.55,4.07,50,133.81,565.65,753.53,752.29,150,5.015266667,06-02-2012,1.784377566
0,31.6,16.14,23.87,345.82,295.37,0.39,1.97,2.05,41.79,4.14,2.93,1.06,0,0.63,3.9,49.84,133.54,564.75,752.03,750.97,150,5.006466667,07-02-2012,1.766772459
0,31.36,16.93,24.14,347.55,292.94,1.01,1.16,1.58,49.51,4.49,2.69,0.96,0,0.56,3.75,49.67,133.25,563.85,750.52,749.56,150,4.997066667,08-02-2012,1.745622557
0,30.13,16.62,23.38,346.62,303.32,0.46,-0.79,0.92,39.19,4.17,2.91,1.05,0,0.65,3.6,49.5,132.94,562.92,748.96,747.91,150,4.986066667,09-02-2012,1.70222762
0,29.66,16.23,22.94,347.69,303.7,0.28,-0.61,0.77,40.1,4.13,3.01,1.11,0,0.65,3.46,49.35,132.66,562,747.47,746.36,150,4.975733333,10-02-2012,1.631410826
0,30.21,16.77,23.49,352.27,301.38,0.87,0.09,0.95,59.95,3.87,2.94,1,0.02,0.59,3.33,49.19,132.37,561.1,745.99,744.99,150,4.9666,11-02-2012,1.57656019
0,30.33,16.85,23.59,368.57,303.52,1,1.17,1.59,57.75,3.58,2.73,0.89,0.07,0.55,3.24,49.03,132.1,560.24,744.61,743.72,150,4.958133333,12-02-2012,1.43
0,31.61,19.64,25.62,360.03,304.37,0.75,2.11,2.27,53.6,3.86,2.95,1,0,0.65,3.16,48.89,131.85,559.36,743.26,742.26,150,4.9484,13-02-2012,1.479
0,32.08,19.89,25.98,361.4,307.53,0.55,1.35,1.48,55.22,4.24,3.13,0.98,0,0.68,3.06,48.75,131.59,558.52,741.92,740.94,150,4.9396,14-02-2012,1.5067
0,32.39,19.88,26.14,352.24,311.02,0.27,1.79,1.84,43.33,4.67,3.15,0.96,0,0.71,2.95,48.62,131.33,557.58,740.48,739.52,150,4.930133333,15-02-2012,1.50091
0,32.06,18.55,25.3,346.1,313.54,0.56,1.88,2,47.74,4.55,3.07,0.97,0,0.69,2.84,48.48,131.07,556.7,739.09,738.12,150,4.9208,16-02-2012,1.497243
0,31.61,18.39,25,350.93,318.86,0,1.28,1.35,34.12,4.35,3.17,0.92,0,0.75,2.74,48.35,130.83,555.78,737.7,736.78,150,4.911866667,17-02-2012,1.454920567
0,32.03,18.67,25.35,365.21,315.68,0.32,-0.36,0.53,40.99,4.14,3.18,1,0,0.71,2.63,48.24,130.6,554.94,736.41,735.41,150,4.902733333,18-02-2012,1.428116359
0,32.79,18.34,25.56,359.27,315.7,1.07,-0.81,1.37,41.92,3.92,2.82,0.78,0,0.73,2.53,48.11,130.36,553.97,734.97,734.19,150,4.8946,19-02-2012,1.04
0,33.03,18.46,25.74,338.52,323.13,0.79,-1.01,1.3,37.87,4.69,3.23,1.09,0,0.75,2.44,47.99,130.12,553.01,733.56,732.47,150,4.883133333,20-02-2012,1.005333333
0,34.02,18.46,26.24,332.2,329.69,0.12,-1.4,1.43,29.77,4.27,3.26,0.94,0,0.69,2.34,47.88,129.88,552.16,732.26,731.32,150,4.875466667,21-02-2012,1.070044444
0,34.72,18.6,26.66,346.06,327.11,0.44,-0.2,0.65,37.02,4.38,3.31,0.88,0,0.69,2.26,47.77,129.67,551.28,730.98,730.1,150,4.867333333,22-02-2012,1.107694815
0,35.09,18.84,26.97,338.8,330.08,0.35,-0.66,0.8,33.49,4.45,3.34,0.97,0,0.69,2.18,47.68,129.47,550.46,729.79,728.82,150,4.8588,23-02-2012,1.128206716
0,35.64,18.27,26.96,336.13,336.16,0.53,0,0.61,23.63,4.4,3.35,0.86,0,0.64,2.09,47.58,129.28,549.73,728.68,727.82,150,4.852133333,24-02-2012,1.137864253
0,35.57,18.18,26.88,346.09,332.01,0.51,-0.7,0.93,29.96,4.49,3.37,1.04,0,0.64,2.01,47.5,129.08,548.93,727.52,726.48,150,4.8432,25-02-2012,1.137314027
0,35.76,18.52,27.14,344.89,335.28,0.73,-1.15,1.38,32.64,4.6,3.39,0.92,0,0.73,1.94,47.4,128.89,548.14,726.37,725.45,150,4.836333333,26-02-2012,1.133632217
0,35.88,18.12,27,350.01,332.99,0.6,0.08,0.68,28.82,4.66,3.37,0.84,0,0.69,1.88,47.31,128.72,547.33,725.24,724.4,150,4.829333333,27-02-2012,1.084633738
0,35.59,18.6,27.1,355.34,333.69,1.65,3.28,3.69,26.17,5.59,3.41,0.83,0,0.77,1.83,47.22,128.51,546.49,724.05,723.22,150,4.821466667,28-02-2012,0.99
0,34.26,20.27,27.26,341.09,335.1,0.05,0.74,0.81,35.45,5.05,3.41,0.78,0,0.75,1.79,47.12,128.3,545.61,722.82,722.04,150,4.8136,29-02-2012,0.947
0,34.76,19.81,27.28,360.78,333.22,1.08,1.55,1.93,42.37,5.09,3.57,1,0,0.77,1.76,47.03,128.11,544.77,721.67,720.67,150,4.804466667,01-03-2012,0.906433333
0,34,20.3,27.15,367.48,331.65,1.09,2.56,2.8,43.33,4.59,3.37,0.75,0,0.77,1.74,46.93,127.9,543.91,720.48,719.73,150,4.7982,02-03-2012,0.874074444
0,34.06,21.04,27.55,344.15,334.52,0.95,-0.09,0.97,40.12,4.41,3.41,0.88,0,0.8,1.73,46.83,127.69,543.07,719.32,718.44,150,4.7896,03-03-2012,0.856913815
0,34.49,20.09,27.29,324.49,350.05,-0.17,-1.35,1.4,22.95,5.02,3.49,0.78,0,0.69,1.7,46.75,127.51,542.31,718.27,717.49,150,4.783266667,04-03-2012,0.829378749
0,34.86,20.51,27.68,355,342.56,0.5,0.4,0.69,34.38,4.54,3.59,0.75,0,0.71,1.69,46.67,127.34,541.49,717.19,716.44,150,4.776266667,05-03-2012,0.808606541
0,35.39,20.99,28.19,358.37,342.89,1.23,0.91,1.57,39.68,5.09,3.67,0.95,0,0.78,1.68,46.59,127.15,540.65,716.07,715.12,150,4.767466667,06-03-2012,0.848784143
0,34.77,21.04,27.9,369.67,335.85,1.48,1.62,2.22,41.17,5.49,3.66,0.75,0,0.71,1.67,46.5,126.96,539.76,714.89,714.14,150,4.760933333,07-03-2012,0.860896624
0,34.45,20.52,27.48,360.54,339.31,1.24,1.66,2.08,40.68,5.14,3.64,0.71,0,0.8,1.66,46.41,126.75,538.85,713.67,712.96,150,4.753066667,08-03-2012,0.858567862
0,34.11,20.61,27.36,330.01,346.68,1.04,-0.19,1.07,24.49,5.31,3.49,0.84,0,0.81,1.65,46.33,126.56,538.01,712.55,711.71,150,4.744733333,09-03-2012,0.863759646
0,34.29,19.73,27.01,327.07,355.74,0.1,-1.04,1.07,14.68,4.8,3.56,0.69,0,0.75,1.64,46.24,126.38,537.17,711.43,710.74,150,4.738266667,10-03-2012,0.853714442
0,33.68,20.26,26.97,351.75,350.17,-0.05,1.5,1.63,27.4,5.03,3.68,0.68,0,0.79,1.63,46.17,126.2,536.29,710.29,709.61,150,4.730733333,11-03-2012,0.840685813
0,33.91,21.82,27.86,382.72,300.68,-0.96,2.41,2.6,28.27,5.17,3.51,0.63,0,0.72,1.63,46.09,126.01,535.4,709.13,708.5,150,4.723333333,12-03-2012,0.832434349
0,34.44,22.37,28.4,382.19,339.81,1.47,0.46,1.58,49.43,4.78,3.54,0.65,0.07,0.77,1.64,46.01,125.82,534.55,708.02,707.37,150,4.7158,13-03-2012,0.843875087
0,34.55,21.8,28.17,345.79,350.73,0.41,-1.89,1.94,23.09,4.59,3.42,0.82,0,0.77,1.71,45.93,125.64,533.61,706.89,706.07,150,4.707133333,14-03-2012,0.844454222
0,34.94,20.53,27.74,337.89,358.04,0.37,-0.73,0.84,23.97,4.81,3.71,0.7,0,0.73,1.7,45.85,125.47,532.82,705.84,705.14,150,4.700933333,15-03-2012,0.834821007
0,35.28,20.99,28.14,370.07,346.53,1.14,0.23,1.23,36.41,4.9,3.8,0.64,0,0.71,1.68,45.79,125.3,532.03,704.8,704.16,150,4.6944,16-03-2012,0.818719971
0,35.96,21.02,28.49,353.38,358.64,-0.22,0.93,0.98,25.74,4.84,3.76,0.61,0,0.66,1.67,45.73,125.15,531.32,703.87,703.26,150,4.6884,17-03-2012,0.815189315
0,36.15,22.08,29.12,368.01,350.15,2.14,0.09,2.23,37.51,5.27,3.8,0.6,0,0.74,1.66,45.66,124.99,530.53,702.84,702.24,150,4.6816,18-03-2012,0.8196199
0,36.79,21.71,29.25,368.8,355.27,0.91,-0.9,1.29,32.02,5.33,3.88,0.6,0,0.63,1.65,45.6,124.85,529.82,701.92,701.32,150,4.675466667,19-03-2012,0.822425936
0,36.71,22.02,29.36,365.21,357.24,0,0.2,0.32,26.39,4.9,3.91,0.77,0,0.57,1.64,45.55,124.74,529.23,701.16,700.39,150,4.669266667,20-03-2012,0.824203093
0,36.88,22.71,29.8,375.41,355.68,0.79,0,0.95,33.98,5.14,3.99,0.6,0,0.59,1.64,45.5,124.61,528.58,700.33,699.73,150,4.664866667,21-03-2012,0.825328626
0,36.78,23.07,29.92,359.22,355.72,1.11,-0.32,1.19,36.74,5.02,3.93,0.57,0,0.62,1.63,45.45,124.48,527.86,699.42,698.85,150,4.659,22-03-2012,0.806041463
0,36.83,21.72,29.28,319.68,377.44,-0.22,-1.49,1.52,14.03,5.56,3.81,0.54,0,0.57,1.63,45.41,124.36,527.35,698.75,698.21,150,4.654733333,23-03-2012,0.787159593
0,36.74,20.73,28.74,324.5,376.8,-0.49,-0.99,1.36,16.63,5.59,3.85,0.53,0,0.54,1.63,45.36,124.26,526.85,698.1,697.57,150,4.650466667,24-03-2012,0.768534409
0,36.53,20.82,28.68,342.67,370.61,-0.07,0.58,0.91,19.27,5.06,3.93,0.56,0,0.54,1.63,45.32,124.14,526.21,697.3,696.74,150,4.644933333,25-03-2012,0.763405126
0,36.68,21.21,28.94,357.67,367.1,0.15,0.97,1.16,26.98,5.26,3.98,0.55,0,0.66,1.63,45.27,124.01,525.5,696.41,695.86,150,4.639066667,26-03-2012,0.76015658
0.18,36.24,21.71,28.98,362.73,366.32,0.04,1.39,1.55,25.02,5.4,3.98,0.51,0,0.67,1.63,45.21,123.87,524.69,695.4,695.07,150,4.6338,27-03-2012,0.758099167
0,36.25,22.24,29.24,378.14,358.6,0.43,1.23,1.43,31.44,5.66,4,0.5,0,0.63,1.63,45.16,123.73,523.95,694.47,693.97,150,4.626466667,28-03-2012,0.753462806
0,36.92,22.39,29.66,369.47,365.5,0.6,0.11,0.79,29.64,5.43,3.8,0.6,0,0.65,1.63,45.1,123.6,523.26,693.59,692.99,150,4.619933333,29-03-2012,0.743859777
0.98,36.65,23.73,30.19,372.99,361.84,0.89,0.47,1.03,38.23,5.34,3.87,3.6,0.58,0.69,1.88,45.05,123.45,522.47,692.85,690.23,150,4.601533333,30-03-2012,0.731111192
1.21,35.94,23.45,29.7,367.37,357.06,0.03,1.32,1.49,41.64,4.39,3.27,3.12,0.09,0.79,3,44.99,123.29,521.68,692.96,691.05,150,4.607,31-03-2012,0.743037088
0.09,35.83,22.46,29.14,373.06,361.75,0.02,1.5,1.65,39.18,5.24,3.89,2.93,0.09,0.91,3.76,44.93,123.14,520.87,692.7,689.86,150,4.599066667,01-04-2012,0.817256823
0,36.38,22.25,29.32,375.48,363.51,-0.3,1.55,1.81,33.25,5.29,3.91,2.26,0.02,0.86,4.06,44.87,122.98,520.09,692,689.74,150,4.598266667,02-04-2012,0.864262654
0,37.06,23.23,30.15,387.5,356.36,0.62,1.04,1.31,40.74,5.36,4.03,1.86,0.61,0.67,4.34,44.81,122.83,519.28,691.26,689.4,150,4.596,03-04-2012,0.847366348
2.15,37.58,23.69,30.64,386.35,360.12,0.53,1.7,1.86,39.39,5.33,3.86,1.61,0.58,0.74,4.8,44.76,122.69,518.54,690.79,691.33,150,4.608866667,04-04-2012,0.836665354
0.71,37.31,24.36,30.84,393.5,359.44,0.98,1.88,2.15,44.06,5.77,4.04,3.56,0.6,0.83,5.52,44.7,122.55,517.79,690.56,687.71,150,4.584733333,05-04-2012,0.829888057
7.51,36.8,23.27,30.03,392.36,354.32,1.1,3.02,3.23,47.17,5.43,4.1,2.44,0.57,1.04,6.17,44.65,122.39,516.97,690.18,695.25,150,4.635,06-04-2012,0.912262436
0,36.83,24.23,30.53,391.58,363.86,0.88,3.39,3.52,40.49,5.34,4.07,3.02,0.05,1,5.71,44.58,122.23,516.13,688.65,685.63,150,4.570866667,07-04-2012,0.87776621
0.96,36.97,24.61,30.79,395.12,364.1,1.29,3.3,3.55,44.49,5.08,3.99,3.05,0.08,0.96,5.39,44.53,122.08,515.34,687.34,685.25,150,4.568333333,08-04-2012,1.249251933
0.32,37.05,24.61,30.83,401.33,361.5,1.41,2.45,2.85,51.25,5.31,4.14,3.39,0.47,0.89,5.33,44.47,121.93,514.53,686.26,683.19,150,4.5546,09-04-2012,2.391192891
0.6,37,25.13,31.06,405.9,355.84,0.39,2.97,3.01,45.85,5.36,4.18,2.97,0.2,0.77,5.47,44.41,121.79,513.79,685.46,683.09,150,4.553933333,10-04-2012,2.607755497
0,37.15,25.52,31.34,399.16,363.4,1.14,3.52,3.71,41.4,5.55,4.3,3.34,0.4,0.93,5.46,44.36,121.64,513.02,684.48,681.14,150,4.540933333,11-04-2012,1.9
0,36.5,24.37,30.44,422.39,355,1.28,2.09,2.46,42.29,5.45,4.17,2.31,0.59,0.83,5.23,44.31,121.51,512.23,683.28,680.97,150,4.5398,12-04-2012,1.826666667
0.04,36.4,26.14,31.27,392.3,360.19,0.6,1.65,1.78,52.28,5.36,4.11,2.25,1.22,0.78,5.59,44.26,121.35,511.41,682.61,680.4,150,4.536,13-04-2012,1.936888889
0,36.2,24.04,30.12,394.44,367.27,0.32,2.08,2.13,42.76,4.91,3.9,3.14,0.13,0.99,6.31,44.2,121.2,510.67,682.38,679.24,150,4.528266667,14-04-2012,1.966696296
0,37.32,23.99,30.66,401.26,369.2,0.67,1.17,1.42,42.73,4.86,4.05,2.72,0.59,0.91,6,44.16,121.07,509.94,681.17,678.45,150,4.523,15-04-2012,2.058907654
0,37.8,25.11,31.46,407.27,365.25,1.45,0.85,1.7,43.22,5.09,3.91,1.81,0.69,0.9,5.82,44.12,120.95,509.17,680.06,678.25,150,4.521666667,16-04-2012,1.75
0,38.17,25.48,31.83,409.5,357.94,0.66,1.23,1.41,41.96,5.79,4.08,1.77,0.18,0.87,5.76,44.07,120.83,508.48,679.14,677.37,150,4.5158,17-04-2012,1.09
0,38.19,25.34,31.76,414.21,363.07,1.26,2.39,2.72,41.02,5.47,3.99,1.77,0.37,0.75,5.86,44.03,120.7,507.75,678.34,676.57,150,4.510466667,18-04-2012,1
0,38.15,26.32,32.24,408.36,313.92,1.12,1.42,1.82,41.58,5.39,4.07,1.68,0.01,0.87,5.72,43.99,120.58,507.02,677.31,675.63,150,4.5042,19-04-2012,0.953333333
0,38.33,26.01,32.17,418.8,350.69,1.08,1.43,1.8,36.09,5.47,4.02,1.59,0.41,0.78,5.42,43.94,120.47,506.36,676.19,674.6,150,4.497333333,20-04-2012,0.940444444
0,38.17,25.86,32.02,412.59,346.06,0.74,-0.46,0.98,45.14,5.51,4.21,1.64,0.12,0.88,5.53,43.91,120.35,505.72,675.51,673.87,150,4.492466667,21-04-2012,0.942281481
