prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
3.38,31.22,20.1,25.66,385.47,247.32,-2.27,-1.82,2.92,64.98,4,2.89,2.56,0.07,0.18,7.18,73.11,212.33,584.82,877.44,878.26,150,5.855066667,23-10-2008,5.23
0,30.86,20.15,25.5,363.99,275.28,-1.21,-2.68,2.95,54.36,3.71,2.52,2.23,0,0.2,6.78,72.69,211.55,584.34,875.36,873.13,150,5.820866667,24-10-2008,4.94
0,30.51,19.91,25.21,361.68,301.01,-0.18,-3.09,3.1,55.29,4.61,3.03,2.69,0.01,0.15,6.39,72.28,210.77,583.87,873.31,870.62,150,5.804133333,25-10-2008,4.718666667
0,31.13,19.69,25.41,353.72,282.59,0.75,-2.15,2.29,61.74,3.8,2.5,2.2,0.01,0.11,6.07,71.89,210.03,583.45,871.44,869.24,150,5.794933333,26-10-2008,4.588488889
0,31.93,18.7,25.32,347.53,292.11,0.33,-0.98,1.07,53.73,3.79,2.85,2.51,0,0.12,5.77,71.48,209.29,582.97,869.51,867,150,5.78,27-10-2008,4.49270963
0,32.16,17.9,25.03,352.44,302.04,0.37,-1.54,1.62,50.4,4.15,3.01,2.64,0,0.1,5.43,71.11,208.58,582.52,867.64,865,150,5.766666667,28-10-2008,4.428716099
0,31.79,16.96,24.38,348.83,299.11,0.63,-1.02,1.23,55.66,4.12,3,2.63,0,0.11,5.12,70.75,207.89,582.06,865.82,863.19,150,5.7546,29-10-2008,4.304853529
0,32.04,17.35,24.7,344.85,300.31,-0.58,-2.61,2.68,51.69,4.3,2.97,2.61,0,0.08,4.84,70.39,207.2,581.58,864.01,861.4,150,5.742666667,30-10-2008,4.183073902
0,31.94,16.97,24.46,350.01,298.22,-0.87,-1.46,1.73,55.96,4.42,2.97,2.61,0,0.07,4.6,70.02,206.52,581.09,862.23,859.62,150,5.7308,31-10-2008,4.035946804
0,33.11,17.26,25.18,351.12,296.18,0.62,-1.65,1.78,54.2,4.45,2.92,2.56,0,0.08,4.37,69.68,205.87,580.62,860.54,857.98,150,5.719866667,01-11-2008,3.869432976
0,32.61,16.43,24.52,340.46,297.76,-0.44,-2.38,2.44,50.55,4.39,2.88,2.52,0,0.06,4.15,69.33,205.21,580.15,858.84,856.32,150,5.7088,02-11-2008,3.763974218
0,31.94,16.55,24.24,341.32,295.02,-0.18,-1.78,1.85,50.73,4.01,2.84,2.48,0,0.06,3.96,68.99,204.57,579.7,857.22,854.74,150,5.698266667,03-11-2008,3.817183672
0,31.93,15.67,23.8,335.84,294.47,-0.49,-1,1.15,53.41,3.76,2.78,2.43,0,0.05,3.77,68.62,203.9,579.22,855.51,853.08,150,5.6872,04-11-2008,3.730882992
0,32.11,15.83,23.97,336.96,292.92,-0.78,-1.56,1.77,52.13,3.87,2.78,2.43,0,0.05,3.61,68.26,203.26,578.76,853.89,851.46,150,5.6764,05-11-2008,3.646225895
0,31.58,16.16,23.87,346.1,292.51,-1.22,-2.33,2.64,43.73,4.02,2.77,2.42,0,0.06,3.46,67.9,202.61,578.29,852.26,849.84,150,5.6656,06-11-2008,3.25
0,31.41,16.18,23.8,361.42,289.35,-0.98,-0.89,1.34,52.17,3.88,2.76,2.4,0,0.04,3.31,67.55,201.97,577.75,850.58,848.18,150,5.654533333,07-11-2008,2.95
0,31.62,16.79,24.2,377.56,243.97,-1.24,-0.76,1.47,54.81,3.61,2.58,2.24,0.01,0.04,3.19,67.2,201.34,577.3,849.03,846.79,150,5.645266667,08-11-2008,2.851666667
0,31.52,17.37,24.44,362.48,251.06,-0.5,-0.86,1.06,57.91,3.45,2.57,2.22,0,0.03,3.08,66.83,200.7,576.82,847.43,845.21,150,5.634733333,09-11-2008,2.41
0,31.2,17.31,24.26,373.18,230.83,-0.09,-1.25,1.35,58.94,3.06,2.16,1.86,0,0.03,2.99,66.48,200.06,576.31,845.84,843.98,150,5.626533333,10-11-2008,2.329666667
0,30.94,17.33,24.14,373.56,257.32,-0.9,-0.97,1.35,60.79,3.38,2.45,2.12,0,0.03,2.89,66.12,199.44,575.84,844.29,842.17,150,5.614466667,11-11-2008,2.278788889
0,30.93,16.45,23.69,373.35,246.24,-1.14,-1.43,1.83,58.57,2.86,1.92,1.65,0,0.03,2.81,65.76,198.8,575.36,842.73,841.08,150,5.6072,12-11-2008,2.246566296
0,30.25,16.83,23.54,360.21,261.23,-1.6,-1.36,2.11,55.3,3.5,2.3,1.97,-0.01,0.03,2.73,65.39,198.14,574.87,841.13,839.16,150,5.5944,13-11-2008,2.222825321
0,29.48,17.5,23.49,392.73,234.04,-2.65,-2,3.32,59.14,3.93,2.59,2.23,0,0.03,2.67,65.03,197.5,574.38,839.58,837.35,150,5.582333333,14-11-2008,2.174456037
0,27.34,17.63,22.48,395.87,120.9,-3.59,-2.66,4.47,63.84,2.9,1.29,1.12,0.03,0.03,2.62,64.72,196.93,573.99,838.26,837.14,150,5.580933333,15-11-2008,2.090488823
0,28.03,18.57,23.3,397.91,115.32,-3.47,-0.59,3.52,76.37,2.03,1.28,1.14,0.05,0.01,2.59,64.49,196.5,573.7,837.28,836.14,150,5.574266667,16-11-2008,1.990642921
0,29.71,19.46,24.58,398.7,238.89,-1.94,-0.5,2.04,79.97,2.79,2.35,2.19,0.05,0.03,3.25,64.25,196.03,573.38,836.91,834.72,150,5.5648,17-11-2008,1.930740517
0,31.38,20.59,25.98,388.25,236.63,-1.01,-0.74,1.26,80.08,2.81,2.4,2.23,0.02,0.05,5.03,64.04,195.63,573.13,837.83,835.6,150,5.570666667,18-11-2008,1.889468994
0,31.4,20.35,25.88,387.41,210.47,-0.85,-1,1.33,79.89,2.81,2.38,2.19,0,0.08,6.36,63.82,195.19,572.82,838.19,836,150,5.573333333,19-11-2008,1.853330363
0.33,31.42,20.5,25.96,402.39,243.27,-1.41,-0.04,1.5,64.2,2.68,2.31,2.15,0.17,0.12,6.74,63.54,194.65,572.38,837.31,835.49,150,5.569933333,20-11-2008,1.803775896
0,31.4,20.04,25.72,376.61,224.46,-1.14,-2.03,2.35,61.64,2.91,2.42,2.2,0.03,0.14,7.1,63.24,194.09,571.91,836.34,834.14,150,5.560933333,21-11-2008,1.812391401
0,31.01,19.21,25.11,377.23,266.49,-0.88,-2.29,2.47,54,3.22,2.43,2.12,0.01,0.21,6.81,62.92,193.49,571.44,834.66,832.54,150,5.550266667,22-11-2008,1.804514554
0,30.47,18.36,24.42,343.81,269.6,-0.71,-2.41,2.52,49.6,3.39,2.48,2.15,0,0.2,6.41,62.58,192.85,570.91,832.75,830.6,150,5.537333333,23-11-2008,1.799525884
0,30.28,17.7,23.99,314.33,276.28,-0.86,-2.13,2.3,41.97,3.6,2.38,2.03,0,0.17,6.05,62.22,192.19,570.38,830.84,828.81,150,5.5254,24-11-2008,1.716366393
0,29.91,14.88,22.4,308.1,277.48,-2.3,-1.98,3.04,40.72,3.8,2.32,1.96,0,0.14,5.74,61.86,191.53,569.84,828.97,827.01,150,5.5134,25-11-2008,1.647032049
0,29.77,13.96,21.86,319.46,266.78,-2.31,-1.78,2.92,43.99,3.65,2.09,1.75,0,0.11,5.48,61.51,190.87,569.31,827.17,825.42,150,5.5028,26-11-2008,1.573120298
0,29.05,14.99,22.02,351.07,252.82,-2.68,-1.61,3.14,45.29,3.62,1.96,1.63,0.06,0.13,5.25,61.17,190.21,568.82,825.45,823.82,150,5.492133333,27-11-2008,1.509642855
0,27.82,16.39,22.1,402.4,126.6,-2.14,-1.55,2.65,60.99,2.02,0.97,0.86,0.75,0.09,5.19,60.92,189.71,568.45,824.27,823.41,150,5.4894,28-11-2008,1.446107142
0,28.77,17.24,23,395.12,157.84,-0.79,-1.03,1.33,69.74,2.35,1.65,1.37,0.23,0.07,5.41,60.7,189.27,568.1,823.48,822.11,150,5.480733333,29-11-2008,1.395867856
0,29.84,17.28,23.56,349.4,237.45,-0.15,-1.14,1.17,59.24,2.85,2.04,1.68,0,0.1,5.16,60.43,188.71,567.67,821.97,820.29,150,5.4686,30-11-2008,1.364049642
0,30.19,16.78,23.48,351.48,260.48,0.42,-0.89,1.03,54.43,3.33,2.41,1.94,0,0.06,4.94,60.1,188.07,567.16,820.27,818.33,150,5.455533333,01-12-2008,1.320564774
0,30.09,16.41,23.25,347.62,261.19,0.35,-0.61,0.72,54.34,3.31,2.37,1.92,0,0.09,4.72,59.8,187.46,566.63,818.61,816.69,150,5.4446,02-12-2008,1.269691023
0,30.09,16.22,23.16,324.61,268.95,0.2,-1.63,1.66,48.73,3.35,2.35,1.85,0,0.08,4.51,59.49,186.85,566.11,816.96,815.11,150,5.434066667,03-12-2008,0.91
0,30.43,16.13,23.28,320.03,269.42,-0.91,-2.34,2.52,49.72,3.58,2.29,1.78,0,0.07,4.33,59.2,186.21,565.58,815.32,813.54,150,5.4236,04-12-2008,0.879666667
0,30.24,15.31,22.78,328.01,265.61,-1.59,-1.88,2.47,47.27,3.61,2.25,1.73,0,0.06,4.16,58.89,185.57,565.04,813.66,811.93,150,5.412866667,05-12-2008,0.840455556
0,29.68,14.59,22.14,327.85,263.23,-0.8,-2.04,2.2,46.16,3.6,2.22,1.68,0,0.06,4.01,58.58,184.94,564.55,812.08,810.4,150,5.402666667,06-12-2008,0.812288519
0,30.66,14.37,22.52,320.23,264.49,-0.86,-1.79,1.98,49.17,3.31,2.22,1.68,0,0.05,3.86,58.29,184.3,564.01,810.46,808.78,150,5.391866667,07-12-2008,0.781116062
0,29.98,14.89,22.44,323.16,179.24,-0.72,-0.8,1.09,60.28,3.25,2.28,1.68,0,0.02,3.75,58.01,183.7,563.58,809.04,807.36,150,5.3824,08-12-2008,0.758040172
0,30.74,15.1,22.92,335.29,265.04,-0.2,-1.48,1.57,55.45,3.08,2.32,1.68,0,0.03,3.64,57.73,183.1,563.1,807.57,805.89,150,5.3726,09-12-2008,0.736758776
0,29.88,15.28,22.58,340.98,262.95,-0.34,-0.92,1.08,55.33,2.94,2.3,1.64,0,0.03,3.52,57.46,182.51,562.61,806.1,804.46,150,5.363066667,10-12-2008,0.719947225
0,30.64,16.31,23.48,356.46,246.17,-0.43,-1.25,1.4,54.81,3.12,2.24,1.57,0,0.04,3.4,57.21,181.93,562.11,804.65,803.08,150,5.353866667,11-12-2008,0.67
0,30.85,16.27,23.56,347.11,258.02,-0.04,-0.94,1.07,53.47,3.06,2.36,1.63,0,0.03,3.29,56.95,181.34,561.6,803.18,801.55,150,5.343666667,12-12-2008,0.641
0,30.36,16.63,23.49,347.37,259.78,-0.79,-1.52,1.72,51.88,3.27,2.33,1.58,0,0.04,3.18,56.69,180.74,561.08,801.69,800.11,150,5.334066667,13-12-2008,0.53
0,30.71,15.81,23.26,342.8,260.68,-1.37,-1.33,1.91,50.29,3.48,2.32,1.55,0,0.04,3.08,56.44,180.15,560.6,800.27,798.72,150,5.3248,14-12-2008,0.519
0,30.32,15.16,22.74,335.54,261.43,-1.05,-1.43,1.78,49.8,3.35,2.28,1.51,0,0.03,2.98,56.2,179.57,560.08,798.83,797.32,150,5.315466667,15-12-2008,0.5187
0,30.21,14.57,22.39,329.87,262.95,-0.96,-1.22,1.58,46.83,3.29,2.23,1.44,0,0.03,2.89,55.96,178.99,559.59,797.43,795.99,150,5.3066,16-12-2008,0.41
0,29.85,14.45,22.15,310.95,267,-1.89,-1.63,2.5,39.36,3.72,2.16,1.4,0,0.04,2.81,55.71,178.37,559.05,795.94,794.54,150,5.296933333,17-12-2008,0.413
0,29.93,13.19,21.56,317.22,268.53,-1.45,-1.21,1.89,45.79,3.72,2.17,1.36,0,0.03,2.73,55.45,177.74,558.51,794.43,793.07,150,5.287133333,18-12-2008,0.4149
0,29.74,13.45,21.6,318.29,264.78,-0.96,-1.11,1.5,45.75,3.46,2.2,1.35,0,0.02,2.66,55.21,177.15,558.01,793.03,791.68,150,5.277866667,19-12-2008,0.41277
0,29.7,13.53,21.62,323.16,267.14,0.71,-1.51,1.68,45.02,3.24,2.22,1.36,0,0.03,2.59,54.98,176.56,557.53,791.66,790.3,150,5.268666667,20-12-2008,0.411421
0,30.54,14.4,22.47,332.35,266.86,-0.04,-2.08,2.1,45.09,3.37,2.22,1.32,0,0.02,2.52,54.74,175.96,557,790.22,788.9,150,5.259333333,21-12-2008,0
0,30.13,14.62,22.38,327.58,264.23,-0.76,-1.23,1.48,53.19,3.35,2.29,1.34,0,0.02,2.46,54.52,175.37,556.52,788.87,787.53,150,5.2502,22-12-2008,0
0,29.47,15.37,22.42,353.39,257.9,-0.05,-1.42,1.5,53.78,3.24,2.25,1.28,0,0.03,2.4,54.3,174.81,556.05,787.56,786.28,150,5.241866667,23-12-2008,0
0,29.18,15.78,22.48,333.32,258.32,0.32,-1.19,1.23,53.84,3.15,2.16,1.21,0,0.02,2.34,54.09,174.23,555.51,786.17,784.96,150,5.233066667,24-12-2008,0
0,28.87,14.26,21.56,305.57,265.3,1.07,-1.75,2.07,44.6,3.57,2.15,1.2,0,0.02,2.29,53.86,173.63,555.04,784.82,783.62,150,5.224133333,25-12-2008,0
0,29.35,13.7,21.52,298.41,271.5,0.27,-1.1,1.16,36.27,3.21,2.12,1.15,0,0.02,2.24,53.63,173.01,554.55,783.43,782.28,150,5.2152,26-12-2008,0
0,30.24,13.21,21.72,297.29,273.86,0.68,-1.51,1.66,36.62,3.34,2.13,1.15,0,0.03,2.19,53.4,172.41,554.06,782.06,780.91,150,5.206066667,27-12-2008,0
0,29.99,12.49,21.24,303.91,273.57,0.2,-0.77,0.83,35.58,3.09,2.18,1.14,0,0.02,2.13,53.17,171.8,553.55,780.65,779.51,150,5.196733333,28-12-2008,0
0,30.14,12.33,21.24,303.47,271.67,0.42,-1.01,1.15,38.41,3.19,2.18,1.11,0,0.03,2.09,52.95,171.19,553.05,779.28,778.17,150,5.1878,29-12-2008,0
0,29.68,12.61,21.14,308.39,270.95,0.16,-0.53,0.72,40.18,3.04,2.22,1.14,0,0.02,2.04,52.73,170.58,552.55,777.9,776.76,150,5.1784,30-12-2008,0
0,29.55,12.97,21.26,308.23,271.2,0.29,-0.87,0.98,40.45,3.04,2.25,1.11,0,0.03,2,52.51,169.98,552.05,776.54,775.43,150,5.169533333,31-12-2008,0
0,29.23,13.39,21.31,310.95,270.88,-0.53,-0.8,1.02,40.01,3.19,2.24,1.08,0,0.03,1.95,52.3,169.39,551.54,775.18,774.1,150,5.160666667,01-01-2009,0
0,28.95,13.8,21.38,315.42,268.01,0.28,-1.14,1.31,45.12,3.01,2.22,1.04,0,0.04,1.91,52.1,168.81,551.06,773.88,772.84,150,5.152266667,02-01-2009,0
0,28.67,13.75,21.21,316.84,267.66,0.31,-0.39,0.68,48.79,2.98,2.3,1.09,0,0.04,1.88,51.89,168.24,550.54,772.55,771.46,150,5.143066667,03-01-2009,0
0,28.77,13.45,21.11,320.95,269.6,0.33,-0.58,0.7,52.35,2.91,2.31,1.04,0,0.05,1.85,51.69,167.65,550.07,771.26,770.22,150,5.1348,04-01-2009,0
0,29.4,14.61,22,356.05,265.72,0.39,0.42,0.68,56.78,2.95,2.2,1.09,0,0.06,1.82,51.49,167.07,549.57,769.95,768.86,150,5.125733333,05-01-2009,0
0,29.39,14.7,22.04,355.46,263.74,0.1,0.36,0.55,61.34,2.72,2.02,0.95,0,0.07,1.79,51.3,166.53,549.05,768.67,767.72,150,5.118133333,06-01-2009,0
0,29.01,15.52,22.26,363.08,262.99,-0.56,-0.73,0.98,54.69,2.93,2.2,0.95,0.01,0.09,1.77,51.13,165.99,548.57,767.46,766.51,150,5.110066667,07-01-2009,0
0,29.55,14.93,22.24,355.25,266.16,-1.55,0.37,1.62,43.27,3.22,2.4,1.07,0.01,0.11,1.76,50.95,165.46,548.02,766.19,765.12,150,5.1008,08-01-2009,0
0,29.08,14.72,21.9,365.26,267.24,-0.55,-0.08,0.68,51.88,2.96,2.18,0.92,0.01,0.1,1.73,50.78,164.94,547.52,764.97,764.05,150,5.093666667,09-01-2009,0
0,29.57,15.03,22.3,336.74,268.4,-0.52,-0.86,1.04,46.35,3.34,2.35,1.11,0,0.12,1.7,50.61,164.42,547.03,763.76,762.65,150,5.084333333,10-01-2009,0
0,29.23,14.64,21.94,349.64,270.15,-0.93,-0.58,1.12,45.33,3.55,2.38,1,0,0.14,1.67,50.45,163.92,546.54,762.58,761.58,150,5.0772,11-01-2009,0
0,29.55,14.71,22.13,338.33,270.37,-2.23,-1.08,2.49,40.69,3.72,2.39,0.96,0,0.18,1.65,50.28,163.4,546.02,761.35,760.39,150,5.069266667,12-01-2009,0
0,29.95,15.95,22.95,342.55,268.15,-1.91,-1.57,2.47,45.82,3.83,2.39,0.95,0,0.2,1.63,50.12,162.9,545.52,760.17,759.22,150,5.061466667,13-01-2009,0
0,29.39,14.7,22.04,329.4,271.13,-2.21,-1.7,2.79,46.03,3.79,2.44,0.94,0,0.21,1.62,49.95,162.37,544.99,758.93,757.99,150,5.053266667,14-01-2009,0
0,29.83,14.86,22.34,324.79,275.87,-2.05,-2.02,2.88,45.3,3.82,2.45,0.99,0,0.22,1.62,49.78,161.83,544.47,757.7,756.71,150,5.044733333,15-01-2009,0
0,29.71,14.04,21.88,323.36,276.27,-1.21,-2.31,2.61,44.44,3.74,2.43,0.95,0,0.22,1.61,49.62,161.31,543.97,756.51,755.56,150,5.037066667,16-01-2009,0
0,30.49,13.99,22.24,312.62,282.61,-1.28,-1.65,2.1,36.27,3.77,2.4,0.87,0,0.22,1.61,49.46,160.8,543.45,755.32,754.45,150,5.029666667,17-01-2009,0
0,30.71,13.85,22.28,314.67,283.47,-1.61,-1.85,2.46,33.76,3.9,2.44,0.9,0,0.24,1.6,49.31,160.32,542.97,754.2,753.3,150,5.022,18-01-2009,0
0,30.52,14.09,22.3,321.99,281.55,-1.34,-1.89,2.32,37.34,3.79,2.46,0.86,0,0.27,1.6,49.16,159.83,542.4,752.99,752.13,150,5.0142,19-01-2009,0
0,30.82,14.05,22.44,322.51,281.17,-0.94,-2.09,2.3,41.57,3.79,2.49,0.92,0,0.25,1.6,49.01,159.33,541.89,751.83,750.91,150,5.006066667,20-01-2009,0
0,30.48,14,22.24,320.4,281.3,-0.36,-1.78,1.82,42.53,4.01,2.46,1.06,0,0.3,1.6,48.87,158.86,541.36,750.69,749.63,150,4.997533333,21-01-2009,0
0,30.54,13.3,21.92,319.48,285.21,-0.56,-1.46,1.58,34.15,3.93,2.46,0.92,0,0.25,1.59,48.74,158.41,540.86,749.6,748.68,150,4.9912,22-01-2009,0
0,31.61,13.31,22.46,317.32,286.7,-0.5,-0.94,1.09,34.11,4.13,2.51,0.87,0,0.31,1.59,48.61,157.99,540.33,748.52,747.65,150,4.984333333,23-01-2009,0
0,32.42,13.95,23.18,324.54,288.03,-0.78,-0.89,1.2,31.2,3.98,2.54,0.83,0,0.32,1.59,48.5,157.58,539.89,747.56,746.73,150,4.9782,24-01-2009,0
0,32.68,14.15,23.42,331.62,288.05,0.33,-1.11,1.18,37.03,3.9,2.64,1.03,0,0.26,1.59,48.39,157.2,539.4,746.58,745.55,150,4.970333333,25-01-2009,0
0,33.31,14.76,24.04,334.24,288.7,0.26,-0.18,0.85,32.69,3.6,2.64,0.85,0,0.21,1.59,48.29,156.82,538.91,745.61,744.76,150,4.965066667,26-01-2009,0
0,33.15,15.29,24.22,338.26,289.84,0.9,-0.81,1.24,33.24,3.86,2.68,0.83,0,0.29,1.59,48.19,156.46,538.49,744.73,743.9,150,4.959333333,27-01-2009,0
0,33.56,15.85,24.7,347.03,287.82,0.99,-0.92,1.39,37.12,4.2,2.72,0.99,0,0.26,1.59,48.09,156.11,538,743.79,742.8,150,4.952,28-01-2009,0
0,33.17,15.58,24.38,341.62,288.81,-0.42,-1.77,1.84,34.37,3.84,2.69,0.84,0,0.35,1.59,47.99,155.73,537.5,742.81,741.97,150,4.946466667,29-01-2009,0
0,32.67,16.33,24.5,344.32,289.61,0.16,-0.54,1.04,35.52,3.73,2.73,0.96,0,0.28,1.59,47.89,155.35,536.99,741.82,740.86,150,4.939066667,30-01-2009,0
0,32.99,16.84,24.92,347.69,289.97,1.64,-0.66,1.79,41.95,4.02,2.75,0.81,0,0.33,1.59,47.79,154.98,536.49,740.85,740.04,150,4.9336,31-01-2009,0
0,32.65,18.09,25.37,353.12,292.17,0.78,-0.48,0.97,44.32,4.11,2.77,0.82,0,0.39,1.59,47.68,154.6,536.02,739.89,739.07,150,4.927133333,01-02-2009,0
0,32.18,16.9,24.54,332.35,291.28,1.08,-2.02,2.3,32.96,4.04,2.67,0.92,0,0.5,1.59,47.58,154.22,535.49,738.88,737.96,150,4.919733333,02-02-2009,0
0,32.95,16.65,24.8,328.83,301.15,0.42,-1.03,1.13,27.28,4.06,2.74,0.79,0,0.4,1.59,47.47,153.82,534.98,737.86,737.07,150,4.9138,03-02-2009,0
0,32.78,17.69,25.24,339.58,299.62,0.32,-0.3,0.52,38.88,4.04,2.73,0.77,0,0.36,1.59,47.37,153.44,534.45,736.85,736.08,150,4.9072,04-02-2009,0
0,32.76,17.62,25.19,357.11,296.95,0.14,-0.88,0.96,38.33,3.74,2.54,0.67,0,0.41,1.59,47.27,153.07,533.93,735.86,735.19,150,4.901266667,05-02-2009,0
0,33.11,17.41,25.26,395.25,288.17,-0.71,-0.95,1.24,36.26,3.82,2.62,0.68,0.01,0.36,1.59,47.18,152.71,533.43,734.91,734.23,150,4.894866667,06-02-2009,0
0,33.14,17.28,25.21,339.71,300.16,0.02,-1.08,1.17,34.12,4.27,2.85,0.96,0,0.51,1.59,47.09,152.36,532.94,733.98,733.02,150,4.8868,07-02-2009,0
0,32.75,17.45,25.1,322.66,307.16,-0.22,-1.3,1.36,27.37,4.45,2.81,0.81,0,0.48,1.59,47,152.01,532.46,733.06,732.25,150,4.881666667,08-02-2009,0
0,33.26,16.41,24.84,326.72,308.85,-0.69,-1.5,1.75,27.54,4.23,2.81,0.71,0,0.57,1.59,46.91,151.66,531.99,732.15,731.44,150,4.876266667,09-02-2009,0
0,32.55,16.44,24.49,340.1,306.98,0.92,0.15,0.98,38.24,4.29,2.89,0.69,0,0.39,1.59,46.82,151.3,531.44,731.15,730.46,150,4.869733333,10-02-2009,0
0,31.9,17.09,24.49,345.85,303.31,2.29,0.14,2.31,43.59,3.91,2.52,0.66,0.02,0.54,1.59,46.73,150.94,530.95,730.21,729.55,150,4.863666667,11-02-2009,0
0,32.47,17.05,24.76,317.64,309.99,1.55,-1.37,2.07,30.36,4.74,2.83,0.66,0,0.56,1.59,46.63,150.56,530.37,729.15,728.49,150,4.8566,12-02-2009,0
0,32.98,15.74,24.36,320.41,317.19,0.35,-1.42,1.53,28.07,4.76,2.81,0.75,0,0.44,1.59,46.54,150.2,529.89,728.22,727.47,150,4.8498,13-02-2009,0
0,33.5,16.57,25.04,328.63,313.8,0.16,-1.14,1.19,28.85,4.61,2.87,0.64,0,0.56,1.59,46.45,149.85,529.37,727.26,726.62,150,4.844133333,14-02-2009,0
0,33.87,17.02,25.44,332.03,315.7,0.16,-0.97,1.06,29.87,4.53,2.9,0.63,0,0.4,1.59,46.37,149.51,528.91,726.38,725.75,150,4.838333333,15-02-2009,0
0,33.1,17.05,25.08,336.71,314.39,-0.66,-0.51,1.04,27.86,4.63,2.95,0.66,0,0.58,1.59,46.29,149.19,528.4,725.47,724.81,150,4.832066667,16-02-2009,0
0,33.23,17.84,25.53,333.68,316.67,-0.46,-1.65,1.75,28.81,4.53,2.97,0.77,0,0.62,1.59,46.2,148.85,527.87,724.51,723.74,150,4.824933333,17-02-2009,0
0,33.48,17.01,25.24,334.72,318.86,-0.97,-1.25,1.64,28.65,4.68,3,1.2,0,0.6,1.59,46.13,148.52,527.38,723.62,722.42,150,4.816133333,18-02-2009,0
0,33.92,17.42,25.67,342.75,318.95,-0.44,-0.6,0.96,35.23,4.71,3.04,1.74,0,0.39,1.59,46.05,148.21,526.93,722.78,721.04,150,4.806933333,19-02-2009,0
0,34.22,18.31,26.26,344.9,318.18,-1.17,-1,1.61,28.6,4.48,3.05,1.33,0,0.48,1.59,45.98,147.91,526.43,721.91,720.58,150,4.803866667,20-02-2009,0
0,34.53,17.99,26.26,343.4,319.37,-0.34,-1.24,1.31,29.92,4.62,3.06,0.97,0,0.5,1.59,45.91,147.6,525.96,721.06,720.09,150,4.8006,21-02-2009,0
0,35.15,17.45,26.3,348.57,320.07,0.19,-0.48,0.71,31.85,4.43,3.12,1.42,0,0.48,1.59,45.84,147.31,525.49,720.23,718.81,150,4.792066667,22-02-2009,0
0,35.51,17.96,26.74,364.57,319.74,1.87,-0.49,1.94,32,5.07,3.15,0.95,0,0.62,1.59,45.77,147.02,525,719.38,718.43,150,4.789533333,23-02-2009,0
0,36.17,20.09,28.13,349.69,320.13,2.62,0.66,2.73,37.25,6.16,3.28,1.15,0,0.72,1.59,45.7,146.72,524.51,718.52,717.37,150,4.782466667,24-02-2009,0
0,36.7,18.86,27.78,333.31,331.94,2.38,-0.7,2.48,27.52,5.87,3.16,0.75,0,0.74,1.58,45.64,146.43,524.12,717.77,717.02,150,4.780133333,25-02-2009,0
0,36.97,18.67,27.82,339.28,331.12,0.44,-1.31,1.42,26.07,5.1,3.16,0.9,0,0.54,1.58,45.58,146.17,523.7,717.03,716.13,150,4.7742,26-02-2009,0
0,37.15,19.28,28.22,346.17,329.58,2.23,-0.74,2.35,22.26,5.44,3.22,0.83,0,0.73,1.58,45.52,145.93,523.35,716.38,715.55,150,4.770333333,27-02-2009,0
0,37.43,19.63,28.53,345.38,330.38,1.99,-1.14,2.31,22.33,5.49,3.25,1.07,0,0.72,1.58,45.46,145.67,522.87,715.58,714.51,150,4.7634,28-02-2009,0
0,36.28,18.51,27.4,339.61,333.72,0.5,-2.64,2.7,23.47,5.97,3.22,0.75,0,0.77,1.59,45.39,145.38,522.4,714.76,714.01,150,4.760066667,01-03-2009,0
0,36.47,17.97,27.22,346.2,334.24,-0.5,-2,2.07,22.81,5.36,3.25,0.66,0,0.7,1.58,45.33,145.1,521.93,713.94,713.28,150,4.7552,02-03-2009,0
0,36.8,18.85,27.82,337.84,337.23,-0.27,-1.97,1.99,19.43,5.91,3.29,0.64,0,0.73,1.58,45.27,144.85,521.53,713.23,712.59,150,4.7506,03-03-2009,0
0,37.13,19,28.06,342.63,339.83,1.82,-0.4,1.88,19.81,5.16,3.31,0.62,0,0.56,1.58,45.23,144.64,521.2,712.65,712.03,150,4.746866667,04-03-2009,0
0,37.53,20.25,28.89,339.13,342.52,2.6,-0.94,2.77,14.9,6.35,3.3,0.59,0,0.71,1.58,45.18,144.43,520.81,712,711.41,150,4.742733333,05-03-2009,0
0,37.9,19.52,28.71,336.63,345.4,0.18,-1.1,1.16,18.46,5.97,3.3,0.57,0,0.67,1.58,45.13,144.19,520.41,711.31,710.74,150,4.738266667,06-03-2009,0
0,37.57,20.39,28.98,337.27,346.04,0.45,-0.96,1.17,20.45,4.86,3.32,0.56,0,0.52,1.58,45.08,143.98,520.07,710.71,710.15,150,4.734333333,07-03-2009,0
0,36.69,20.9,28.8,359.09,341.74,1.31,0.91,1.72,28.43,5.5,3.37,0.55,0,0.58,1.58,45.03,143.76,519.65,710.02,709.47,150,4.7298,08-03-2009,0
