prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,3082
0.06,35.29,19.84,27.56,398.27,302.41,0.1,2.11,2.26,54.39,3.96,2.23,1.51,0.91,0.29,3.26,60.93,172.1,461.5,697.79,696.34,125,5.57072,26-02-1991,0
0.83,33.3,16.74,25.02,391.44,311.66,-0.62,2.71,2.8,56.26,3.91,2.75,1.52,0.42,0.34,5.47,60.86,171.9,461.46,699.69,699,125,5.592,27-02-1991,0
0,32.32,18.55,25.44,393.02,278.54,-0.65,1.59,1.76,61.85,4.53,3.08,1.62,0.16,0.47,5.8,60.79,171.69,461.42,699.7,698.08,125,5.58464,28-02-1991,0
0.89,33.27,18.21,25.74,394.17,282.73,-1.28,0.81,1.54,45.98,4.3,3.19,1.43,0.54,0.51,6.29,60.72,171.48,461.4,699.89,699.35,125,5.5948,01-03-1991,0
0,32.89,19.17,26.03,392.68,312.99,-1.02,1.49,1.82,43.98,4.28,3.02,1.3,0.11,0.52,6.46,60.67,171.3,461.38,699.81,698.51,125,5.58808,02-03-1991,0
0,33.78,19.37,26.58,402.01,316.75,-1.39,1.7,2.23,48.17,5.21,3.43,1.7,0.32,0.49,6.23,60.61,171.1,461.37,699.31,697.61,125,5.58088,03-03-1991,0
0.44,33.95,18.31,26.13,391.48,321.73,-0.72,3.48,3.56,40.53,4.45,2.88,1.26,0.01,0.55,6,60.54,170.91,461.36,698.81,697.99,125,5.58392,04-03-1991,0
0.06,32.26,19.82,26.04,391.02,321.66,1.5,1.58,2.22,43.64,4.55,3.01,1.25,0.68,0.45,5.78,60.48,170.71,461.34,698.31,697.12,125,5.57696,05-03-1991,0
1.95,33.07,18.37,25.72,396.69,324.19,1.18,0.03,1.33,38.39,4.11,2.99,1.16,0,0.5,5.69,60.43,170.53,461.31,697.96,698.75,125,5.59,06-03-1991,0
0,34.06,18.61,26.34,376.47,331.73,-0.41,-0.37,0.57,34.62,4.66,3.23,1.22,0,0.5,5.3,60.38,170.36,461.28,697.32,696.1,125,5.5688,07-03-1991,0
0,33.99,19.15,26.57,405.94,325.7,-0.85,1.11,1.4,51.42,4.8,3.27,1.21,0.57,0.35,5.04,60.33,170.19,461.23,696.79,695.58,125,5.56464,08-03-1991,0
0.46,34.65,20.68,27.66,415.62,310.94,-0.78,0.65,1.03,50.91,4.54,3.37,1.23,0.69,0.35,4.83,60.28,170.03,461.22,696.36,695.59,125,5.56472,09-03-1991,0
0,35.72,21.1,28.41,415.15,314.04,-0.26,2.19,2.22,46.5,5.11,3.64,1.36,0.1,0.43,4.81,60.24,169.88,461.21,696.14,694.78,125,5.55824,10-03-1991,0
0,36.22,19.37,27.8,412.07,324.01,-0.4,1.82,1.89,43.71,5.17,3.53,1.24,0.71,0.45,5.08,60.19,169.7,461.19,696.16,694.92,125,5.55936,11-03-1991,0
0,36.58,19.78,28.18,372.37,333.94,1.52,1.44,2.15,29.76,5.73,3.47,1.11,0,0.43,4.91,60.15,169.56,461.16,695.78,694.67,125,5.55736,12-03-1991,0
0,37.02,19.42,28.22,363.96,345.23,1.07,1.39,2.04,26.33,5.54,3.47,1.06,0,0.4,4.58,60.1,169.42,461.14,695.24,694.18,125,5.55344,13-03-1991,0
0,36.48,19.69,28.08,417.94,335.93,-0.32,2.7,2.73,36.84,6.18,3.29,0.97,0.76,0.42,4.46,60.06,169.26,461.1,694.88,693.91,125,5.55128,14-03-1991,0
0.11,36.88,21.05,28.97,418.85,334.89,-1.68,2.62,3.11,33.77,6.36,3.45,0.98,0.99,0.43,4.96,60.01,169.09,461.05,695.11,694.24,125,5.55392,15-03-1991,0
0,36.49,21.33,28.91,414.76,336.53,-1.71,3.44,3.85,34.99,6.31,3.53,0.96,0.05,0.51,5.36,59.96,168.92,461.05,695.29,694.33,125,5.55464,16-03-1991,0
0,37.08,21.72,29.4,396.66,339.48,-1.2,2.77,3.04,28.08,5.41,3.21,0.84,0,0.45,5,59.92,168.76,461.05,694.73,693.89,125,5.55112,17-03-1991,0
0,38.1,22.17,30.14,404.2,329.27,-0.42,2.19,2.25,27.38,5.45,3.42,0.86,0.02,0.39,4.64,59.88,168.63,461,694.15,693.29,125,5.54632,18-03-1991,0
0,38.48,21.68,30.08,425,339.98,0.1,1.36,1.62,29.7,5.58,3.43,0.83,0.26,0.33,4.32,59.85,168.53,460.98,693.68,692.85,125,5.5428,19-03-1991,0
0,38.95,21.14,30.04,406.02,343.44,0.55,-0.04,0.93,25.32,6.39,3.68,0.86,0.57,0.33,4.23,59.82,168.44,460.98,693.47,692.61,125,5.54088,20-03-1991,0
0,38.67,21.85,30.26,415.13,341.72,-0.79,2.52,2.65,33.87,5.38,2.99,0.76,0.14,0.4,4.36,59.79,168.32,460.96,693.43,692.67,125,5.54136,21-03-1991,0
0.01,37.77,21.44,29.61,399.66,310.61,0.86,1.92,2.13,52.68,5.46,3.14,1.07,0.69,0.49,5.88,59.76,168.19,460.96,694.79,693.73,125,5.54984,22-03-1991,0
0,36.63,20.15,28.39,386.9,345.94,1.32,0.23,1.39,29.7,6.52,3.65,0.95,0.03,0.62,7.11,59.71,168.05,460.93,695.8,694.85,125,5.5588,23-03-1991,0
0,36.97,19.33,28.15,344.23,357.07,1.74,-1.9,2.59,13.13,6.24,3.58,0.79,0,0.69,6.48,59.67,167.9,460.91,694.96,694.17,125,5.55336,24-03-1991,0
0,35.57,17.68,26.62,347.92,364.28,-1.18,-0.51,1.35,20.04,6.37,3.55,0.76,0,0.55,5.91,59.63,167.76,460.9,694.2,693.44,125,5.54752,25-03-1991,0
0,35.66,18.07,26.86,392.67,358.19,0.15,1.71,1.74,33.78,5.77,3.64,0.74,0,0.47,5.45,59.6,167.63,460.88,693.56,692.82,125,5.54256,26-03-1991,0
0,36.41,19.78,28.1,408.69,345.94,-0.17,2.06,2.07,36.62,5.61,3.71,0.72,0.02,0.4,5.07,59.57,167.5,460.83,692.97,692.25,125,5.538,27-03-1991,0
0,37.87,20.74,29.3,406.78,341.84,-0.21,0.35,0.48,34.36,5.6,3.8,0.71,0,0.35,4.71,59.54,167.38,460.83,692.46,691.75,125,5.534,28-03-1991,0
0,39.53,21.53,30.53,386.88,355.15,0.25,-1.26,1.37,26.95,5.85,3.79,0.68,0,0.35,4.38,59.51,167.28,460.82,691.99,691.31,125,5.53048,29-03-1991,0
0,39.79,21.24,30.52,405.3,356.59,0.78,0.96,1.25,20.14,6.13,3.82,0.7,0,0.31,4.06,59.48,167.18,460.82,691.54,690.84,125,5.52672,30-03-1991,0
0,40.73,23.27,32,416.15,336.73,1.66,1.52,2.31,23.95,6.3,3.58,0.67,0.04,0.31,3.83,59.46,167.08,460.82,691.19,690.52,125,5.52416,31-03-1991,0
0.78,40.77,22.94,31.86,407.7,359.3,0.71,1.49,1.71,19.05,5.98,3.74,0.63,0.01,0.27,3.62,59.43,167.02,460.78,690.85,691,125,5.528,01-04-1991,0
0,40.58,24.19,32.38,432.66,351.3,1.03,1.72,2.14,29.43,6.62,3.83,1.76,1.63,0.25,3.47,59.41,166.92,460.76,690.56,688.8,125,5.5104,02-04-1991,0
1.75,39.95,23.34,31.65,426.59,345.52,-0.21,1.32,1.45,44.49,6.16,3.89,1.61,0.59,0.29,4.15,59.38,166.8,460.74,691.07,691.21,125,5.52968,03-04-1991,0
2.3,39.23,21.99,30.61,436.49,330.57,-0.13,2.62,2.63,45.06,5.37,3.48,1.63,0.05,0.36,4.35,59.35,166.67,460.7,691.07,691.74,125,5.53392,04-04-1991,0
0,36.33,22.79,29.56,420.81,217.86,0.51,0.92,1.26,63.08,4.35,2.09,1.57,0.97,0.24,5.13,59.31,166.54,460.7,691.68,690.11,125,5.52088,05-04-1991,0
0.71,36.13,20.75,28.44,404.98,187.08,-0.44,1.87,1.94,52.06,4.9,3.43,2.59,0.01,0.45,6.01,59.27,166.39,460.7,692.37,690.49,125,5.52392,06-04-1991,0
0,33.94,19.94,26.94,388.92,359.63,1.18,0.77,1.45,37.75,5.42,3.54,2.13,0.27,0.48,5.81,59.23,166.24,460.66,691.94,689.81,125,5.51848,07-04-1991,0
0,36.39,20,28.2,389.45,366.96,2.12,-0.43,2.18,26.24,6.33,3.77,1.7,0.01,0.46,5.41,59.2,166.13,460.65,691.39,689.69,125,5.51752,08-04-1991,0
0,37.5,21.6,29.55,395.41,351.05,-0.49,0.32,0.79,37.02,6.38,3.65,1.25,0.26,0.43,5.05,59.17,166.01,460.64,690.87,689.62,125,5.51696,09-04-1991,0
0,37.84,21.76,29.8,411.4,299.99,0.35,1.15,1.21,31.41,5.69,3.53,0.96,0.04,0.44,5.21,59.13,165.88,460.61,690.83,689.87,125,5.51896,10-04-1991,0
0,38.3,20.79,29.54,406.46,355.56,0.4,0.74,1.29,29.9,6.2,3.55,0.8,0.01,0.44,5.19,59.1,165.75,460.57,690.61,689.81,125,5.51848,11-04-1991,0
0,38.15,21.87,30.01,421.41,360.33,-1.06,2.43,2.66,31.94,6.22,3.76,0.8,0.05,0.43,5,59.07,165.63,460.55,690.25,689.45,125,5.5156,12-04-1991,0
0,39.27,24.48,31.88,436.59,359.3,1.17,3.11,3.33,31.73,7.68,3.91,0.8,3.5,0.41,4.98,59.04,165.51,460.53,690.06,689.26,125,5.51408,13-04-1991,0
0,39.23,25.36,32.3,436.09,362,0.27,1.3,1.35,35.46,6.55,3.71,0.7,0.14,0.55,6.32,59.02,165.41,460.52,691.27,690.57,125,5.52456,14-04-1991,0
0,40.2,26.05,33.12,441.17,357.97,1.11,0.61,1.34,29.31,6.34,3.7,0.66,0.03,0.47,5.73,59,165.32,460.52,690.57,689.91,125,5.51928,15-04-1991,0
0,40.88,25.44,33.16,431.27,349.39,0.66,-0.39,1.29,26.7,6.02,3.84,0.66,0.09,0.44,5.2,58.98,165.26,460.51,689.95,689.29,125,5.51432,16-04-1991,0
0,41.31,25.27,33.29,423.58,363.93,-0.25,-0.17,1.58,26.48,6.58,3.85,0.62,1.79,0.39,4.75,58.96,165.18,460.51,689.4,688.78,125,5.51024,17-04-1991,0
0,40.3,22.98,31.64,396.56,367.96,0.3,-0.75,0.88,23.36,7.13,3.87,0.59,0,0.42,4.82,58.94,165.09,460.5,689.35,688.76,125,5.51008,18-04-1991,0
0,40.09,22.72,31.4,377.96,376.53,0.59,-1.95,2.25,18.46,7.19,3.78,0.54,0,0.35,4.4,58.92,165.02,460.48,688.82,688.28,125,5.50624,19-04-1991,0
0,39.96,22.14,31.05,394.36,376.78,0.89,0.89,1.51,27.73,6.79,3.83,0.54,0.05,0.3,4.08,58.89,164.93,460.45,688.35,687.81,125,5.50248,20-04-1991,0
0,40.25,22.12,31.18,400.39,373.64,1.14,1.45,1.88,30.67,6.18,3.73,0.53,0.01,0.28,3.86,58.88,164.84,460.42,688,687.47,125,5.49976,21-04-1991,0
0,41.03,23.83,32.43,396.68,379.83,0.97,0.35,1.15,21.94,6.43,3.89,0.49,0,0.26,3.61,58.86,164.77,460.42,687.66,687.17,125,5.49736,22-04-1991,0
0,41.63,25.14,33.39,410.62,378.16,0.95,0.39,1.25,21.77,6.31,3.84,0.48,0,0.24,3.38,58.84,164.71,460.41,687.34,686.86,125,5.49488,23-04-1991,0
0,41.06,26.02,33.54,427.85,371.83,0.93,0.27,1.01,17.13,6.09,3.82,0.44,0,0.22,3.17,58.82,164.63,460.41,687.03,686.59,125,5.49272,24-04-1991,0
0,41.29,26.71,34,422.65,371.84,-0.17,0.32,0.61,19.23,6.04,3.75,0.42,0.01,0.2,2.98,58.81,164.56,460.4,686.75,686.33,125,5.49064,25-04-1991,0
0,41.5,25.78,33.64,411.53,346.48,-0.1,-0.11,0.53,38.07,5.77,3.66,0.43,0.04,0.19,2.89,58.79,164.49,460.38,686.55,686.12,125,5.48896,26-04-1991,0
0,41.09,25.15,33.12,409.94,370.9,0.55,1.06,1.21,34.4,5.71,3.64,0.39,0.82,0.22,2.91,58.77,164.4,460.37,686.45,686.06,125,5.48848,27-04-1991,0
0,41.13,25.23,33.18,398.39,379.44,0.91,0.45,1.06,21.03,6.92,3.84,0.44,0.03,0.18,2.74,58.75,164.33,460.37,686.19,685.75,125,5.486,28-04-1991,0
0,42.01,24.77,33.39,427.98,376.88,0.25,0.19,0.51,13.82,7.04,3.9,0.45,0.03,0.16,2.6,58.74,164.28,460.37,685.99,685.54,125,5.48432,29-04-1991,0
0,42.99,26.59,34.79,437.96,372.2,2.89,-1.28,3.16,11.97,7.81,4.07,0.45,0.21,0.17,2.49,58.72,164.21,460.36,685.78,685.33,125,5.48264,30-04-1991,0
0,43.2,27.38,35.29,403.09,371.51,3.26,-1.91,3.78,14.02,7.95,3.74,0.34,0,0.15,2.4,58.71,164.16,460.35,685.62,685.28,125,5.48224,01-05-1991,0
0,43.22,26.12,34.67,405.93,383.67,3.06,-0.25,3.07,18.1,8.5,3.99,0.35,0,0.16,2.34,58.69,164.09,460.29,685.41,685.06,125,5.48048,02-05-1991,0
0,41.47,25.78,33.62,407.39,383.18,2.41,-0.18,2.44,16.04,8.11,4.22,0.35,0,0.14,2.3,58.67,164,460.27,685.24,684.89,125,5.47912,03-05-1991,0
0,42.45,27.03,34.74,435.79,375.32,0.73,0.96,1.27,22.71,6.73,3.84,0.31,0.05,0.14,2.28,58.66,163.96,460.26,685.16,684.85,125,5.4788,04-05-1991,0
0,42.58,28,35.29,434.34,364.7,1.22,-1.19,1.74,35.34,6.97,3.72,0.35,1.23,0.13,2.46,58.64,163.88,460.25,685.23,684.88,125,5.47904,05-05-1991,0
0,42.56,28.18,35.37,426.16,380.94,2.42,-0.13,2.45,20.53,7.11,3.75,0.33,0.03,0.26,3.47,58.63,163.82,460.23,686.15,685.82,125,5.48656,06-05-1991,0
0,43.09,27.78,35.44,434.21,371.89,2.74,-0.05,2.74,17.05,8.47,4.01,0.33,0.01,0.24,3.31,58.62,163.77,460.23,685.93,685.6,125,5.4848,07-05-1991,0
0,43.03,27.89,35.46,442.13,367.6,2.15,-1.22,2.49,17.67,8.03,4.05,0.34,0,0.2,3.13,58.6,163.71,460.23,685.67,685.33,125,5.48264,08-05-1991,0
0,43.3,28.73,36.02,434.08,379.08,2.39,-0.73,2.51,15.19,8.22,4.24,0.3,0.02,0.19,2.94,58.59,163.65,460.22,685.4,685.1,125,5.4808,09-05-1991,0
0,43.13,28.25,35.69,421.64,382.23,1.16,-1.96,2.28,17.39,7.51,4.21,0.28,0.02,0.18,2.77,58.58,163.6,460.22,685.17,684.89,125,5.47912,10-05-1991,0
0,42.84,26.72,34.78,423.17,384.36,0.92,1.76,1.99,27.8,6.74,3.98,0.26,0.09,0.18,2.7,58.56,163.53,460.2,684.99,684.73,125,5.47784,11-05-1991,0
0,40.31,26.36,33.34,420.02,386.3,1.48,-0.18,1.63,22.31,6.97,4.08,0.25,0.01,0.16,2.64,58.55,163.47,460.18,684.84,684.59,125,5.47672,12-05-1991,0
0,42.69,27.06,34.88,428.72,377.84,0.35,1.48,1.54,23.11,6.26,3.93,0.32,0.03,0.17,2.59,58.53,163.4,460.18,684.7,684.38,125,5.47504,13-05-1991,0
0,42.57,25.76,34.16,418.77,387.89,-0.17,2.16,2.19,19.55,6.65,3.94,0.32,0.03,0.17,2.57,58.51,163.33,460.18,684.59,684.27,125,5.47416,14-05-1991,0
0,43.44,27.46,35.45,416.77,389.81,-0.25,2.36,2.38,16.57,7.16,3.92,0.35,0.01,0.16,2.5,58.5,163.28,460.17,684.45,684.1,125,5.4728,15-05-1991,0
0,44.2,27.83,36.02,423.74,381.95,-0.87,2.53,2.7,24.24,7.67,4.04,0.25,0.01,0.18,2.57,58.49,163.21,460.15,684.42,684.17,125,5.47336,16-05-1991,0
0,44.12,28.21,36.16,428.45,371.4,2.01,1.23,2.79,27.52,7.56,3.94,0.27,1.15,0.17,2.76,58.47,163.14,460.13,684.5,684.23,125,5.47384,17-05-1991,0
4.27,44.06,28.37,36.22,426.29,376.2,1.24,-1.27,1.78,16.81,8.5,3.93,0.22,0.06,0.21,3.23,58.45,163.08,460.13,684.89,688.94,125,5.51152,18-05-1991,0
0,43.94,27.78,35.86,427.41,390.29,1.02,1.19,1.73,19.52,7.94,4.09,0.22,0.04,0.21,3.13,58.44,163.03,460.13,684.73,684.51,125,5.47608,19-05-1991,0
0,43.53,28.95,36.24,430.22,390.12,1.2,-0.76,1.48,15.68,8.02,4.13,0.32,0.26,0.19,2.95,58.43,162.97,460.12,684.47,684.15,125,5.4732,20-05-1991,0
0,43.58,29.65,36.61,437.15,386.94,0.69,0.67,1.4,24.76,7.02,3.94,0.23,1.2,0.16,2.82,58.42,162.92,460.09,684.25,684.02,125,5.47216,21-05-1991,0
0.91,44.17,26.99,35.58,438.61,387.42,-0.25,0.84,0.92,35.37,7.23,4.07,0.55,0.41,0.2,2.97,58.4,162.87,460.08,684.32,684.68,125,5.47744,22-05-1991,0
0,40.92,27.05,33.98,422.12,378.36,1.21,0.93,1.57,27.21,8.29,4.23,0.34,0.01,0.17,2.82,58.39,162.8,460.08,684.09,683.75,125,5.47,23-05-1991,0
0,42.87,28.03,35.45,425.36,397.65,0.76,1.33,1.56,18.43,6.75,4.1,0.23,0,0.17,2.7,58.38,162.75,460.08,683.91,683.68,125,5.46944,24-05-1991,0
0,43.31,29.1,36.2,436.72,388.61,1.56,-0.26,1.61,14.79,7.41,4.12,0.22,0.14,0.15,2.54,58.37,162.7,460.05,683.66,683.44,125,5.46752,25-05-1991,0
0,44.41,29.82,37.11,445.69,381.52,-0.91,-0.3,1.09,23.51,7.06,4.14,1.56,0.12,0.14,2.44,58.36,162.65,460.05,683.5,681.94,125,5.45552,26-05-1991,0
0.3,44.42,27.57,36,441.12,376.82,-0.27,2.19,2.21,27.29,6.78,3.92,0.9,1.32,0.15,2.4,58.34,162.6,460.02,683.36,682.76,125,5.46208,27-05-1991,0
0,41.4,28.36,34.88,436.03,388.79,-0.19,2.07,2.12,25.09,6.81,4.01,0.6,0.06,0.14,2.35,58.33,162.54,460.02,683.24,682.64,125,5.46112,28-05-1991,0
0,43.58,30.14,36.86,440.87,390.54,-0.88,1.81,2.02,23.16,7.32,4.02,0.47,0.01,0.14,2.31,58.32,162.51,460.01,683.15,682.68,125,5.46144,29-05-1991,0
0,44.07,27.99,36.03,442.47,388.2,-0.01,1.55,1.63,26.83,7.24,4.21,0.46,0.08,0.15,2.36,58.31,162.44,459.99,683.1,682.64,125,5.46112,30-05-1991,0
0,43.21,28.16,35.68,448.66,394.83,-0.8,2.54,2.67,19.94,6.53,4.02,1.69,0.03,0.14,2.35,58.3,162.41,459.96,683.02,681.33,125,5.45064,31-05-1991,0
12.01,43.96,27.76,35.86,442.46,383.51,-0.1,2.84,2.85,31.81,6.31,3.97,1.08,1.58,0.19,2.49,58.28,162.34,459.95,683.06,693.99,125,5.55192,01-06-1991,0
0.08,41.17,26.49,33.83,445.85,386.93,0.42,3.78,3.8,28.45,6.95,4.1,0.87,0.99,0.17,2.48,58.27,162.28,459.95,682.98,682.19,125,5.45752,02-06-1991,0
1.32,42.59,27.93,35.26,454.67,385.78,-0.27,2.17,2.19,33.86,6.8,3.92,1.77,0.55,0.15,2.45,58.25,162.21,459.95,682.86,682.41,125,5.45928,03-06-1991,0
0,41.74,27.59,34.66,450.49,384.72,-0.46,1.15,1.25,38.21,6.04,4.05,1.28,0.39,0.16,2.48,58.24,162.15,459.95,682.82,681.54,125,5.45232,04-06-1991,0
0,41.54,28.15,34.84,455.1,371.01,-2.89,1.76,3.39,44.15,6.57,3.9,0.89,1.96,0.23,2.77,58.22,162.06,459.93,682.98,682.09,125,5.45672,05-06-1991,0
1.53,40.48,27.31,33.89,453.65,292.15,-2.23,1.77,2.86,73.92,4.8,3.15,2.16,2.41,0.25,3.91,58.2,161.95,459.9,683.96,683.33,125,5.46664,06-06-1991,0
3.96,36.81,25.84,31.33,444.24,213.7,-1.33,3.19,3.47,67.81,4.59,3.38,2.79,1.05,0.46,6.7,58.17,161.84,459.89,686.6,687.77,125,5.50216,07-06-1991,0
0.07,35.14,25.3,30.22,448.81,302.53,-1.22,5,5.16,60.62,4.33,3.29,2.52,1.35,0.63,8.72,58.14,161.73,459.89,688.48,686.03,125,5.48824,08-06-1991,0
2.77,33.7,25.47,29.58,440.46,177.34,-0.23,3.1,3.11,83.65,3.48,2.03,1.75,1.03,0.36,9.47,58.11,161.6,459.86,689.04,690.06,125,5.52048,09-06-1991,0
14.62,31.5,23.79,27.64,442.81,256.88,3.47,1.56,3.81,86.26,1.25,0.71,0.66,2.2,0.52,15.59,58.1,161.53,459.86,695.08,709.04,125,5.67232,10-06-1991,0
9.64,29.51,23.42,26.47,445.96,140.35,3.08,0.73,3.18,89.54,1.75,1.38,1.3,1.11,0.57,29.18,58.12,161.48,459.86,708.64,716.98,125,5.73584,11-06-1991,0.066666667
23.54,29.45,22.62,26.04,449.33,295,3.54,-0.53,3.58,74.79,2.53,1.85,1.67,1.15,2.47,37.6,58.78,161.4,459.84,717.62,739.49,125,5.91592,12-06-1991,0.775555556
21.79,33.21,23.27,28.24,451.99,304.33,4.08,0,4.09,64.36,3.59,2.65,2.35,1.64,2.14,34.94,59.41,161.28,459.81,715.44,734.88,125,5.87904,13-06-1991,0.39
15.81,36.11,24.66,30.38,455.19,328.96,3.14,1.92,3.68,61.83,4.55,3.47,3.01,1.21,3.26,31.73,59.56,161.17,459.79,712.25,725.05,125,5.8004,14-06-1991,0.31
13.47,36.5,23.26,29.88,456.19,327.97,2.83,1.35,3.14,58.96,4.05,3.24,2.81,0,3.42,31.08,59.62,161.07,459.76,711.53,722.19,125,5.77752,15-06-1991,0.329666667
0.06,36.5,25.36,30.93,423.99,371.73,3.08,1.32,3.35,52.79,6.24,4.32,3.71,0,3.39,26.67,59.62,160.95,459.76,707,703.35,125,5.6268,16-06-1991,0.995455556
0,37.6,25.68,31.64,413.08,385.13,3.9,1.14,4.07,45.98,6.1,3.98,3.38,0,3.55,22.55,59.57,160.82,459.73,702.67,699.29,125,5.59432,17-06-1991,0.2
0.02,36.12,26.15,31.14,420.99,388.25,4.18,0.87,4.28,53.87,5.79,3.39,2.86,0.55,2.35,19.13,59.52,160.7,459.68,699.03,696.19,125,5.56952,18-06-1991,0.81
5.6,36.15,24.68,30.42,430.77,364.91,4.42,0.55,4.46,57.38,4.97,3.75,3.26,1.93,1.56,16.94,59.46,160.56,459.66,696.62,698.96,125,5.59168,19-06-1991,0.2
1.42,34.66,23.9,29.28,443.89,286.41,0.83,0.35,0.92,68.95,4.03,3.19,2.78,0.51,1.48,16.73,59.41,160.44,459.64,696.22,694.86,125,5.55888,20-06-1991,0.16
3.28,34.24,24.37,29.3,447.74,305.41,0.82,-0.1,0.85,67.47,3.12,2.71,2.36,0.82,1.17,16.81,59.37,160.33,459.64,696.15,697.07,125,5.57656,21-06-1991,0.801333333
3.28,35.06,24.76,29.91,459.44,317.28,0.65,0.69,0.96,64.5,2.57,2.12,1.85,1.54,1.43,19.32,59.33,160.24,459.61,698.5,699.93,125,5.59944,22-06-1991,1.180844444
1.26,35.99,25.09,30.54,447.29,70.31,2.31,1.17,2.6,84.93,2.16,1.74,1.54,0.23,1.66,25.22,59.31,160.17,459.58,704.28,704,125,5.632,23-06-1991,2.607868148
2.72,33.35,24.94,29.15,435.23,186.97,1.92,1.34,2.37,71.1,4.48,3.51,3.03,1.82,1.13,27.24,59.32,160.09,459.54,706.19,705.88,125,5.64704,24-06-1991,2.908316494
1.47,35.74,24.28,30.01,425.32,301.11,1.86,1.59,2.47,62.12,5.78,4.4,3.74,0.43,1.9,25.68,59.32,159.99,459.53,704.52,702.25,125,5.618,25-06-1991,0.94
0.6,34.53,24.32,29.42,433.82,353.63,1.59,0.7,1.75,54.8,5.23,4.02,3.44,0.27,2.31,22.79,59.29,159.87,459.51,701.46,698.62,125,5.58896,26-06-1991,0.56
0.54,35.28,24.33,29.8,444.02,335.23,0.83,1.21,1.47,56.3,4.24,3.51,3.02,0.34,1.92,20.04,59.24,159.76,459.5,698.54,696.06,125,5.56848,27-06-1991,0.41
11.48,34.96,23.89,29.42,451.91,358.16,0.47,1.99,2.06,63.35,3.81,3.39,2.93,0.07,1.64,18.12,59.2,159.67,459.48,696.47,705.02,125,5.64016,28-06-1991,0.29
7.88,32.66,24.06,28.36,458.97,350.82,1.31,2.9,3.19,58.58,4.08,3.29,2.85,0.02,2.18,18.94,59.17,159.59,459.47,697.17,702.2,125,5.6176,29-06-1991,0.853666667
0.06,34.61,24.21,29.41,449.2,293.68,3.16,1,3.32,69.68,2.55,2.07,1.8,1.54,0.85,20.2,59.14,159.5,459.46,698.3,696.56,125,5.57248,30-06-1991,1.290655556
0.15,31.01,24.45,27.73,439.02,152.5,3.62,0.07,3.62,80.06,2.9,2.45,2.13,0.75,0.96,20.91,59.11,159.43,459.43,698.88,696.9,125,5.5752,01-07-1991,1.03
0,30.42,23.82,27.12,434.57,56.28,1.19,0.42,1.28,94.65,3.77,3.01,2.55,0.69,0.29,24.57,59.11,159.39,459.42,702.49,699.94,125,5.59952,02-07-1991,0.44
0.65,34.25,24.3,29.28,438.67,113.79,0.91,0.43,1.02,69.5,4.97,3.74,3.21,0.78,1.39,26.66,59.12,159.33,459.41,704.52,701.96,125,5.61568,03-07-1991,0.27
1.98,33.78,23.99,28.88,439.43,256.09,3.59,0.76,3.67,65.63,4.49,3.22,2.76,0.25,1.81,25.48,59.1,159.22,459.41,703.21,702.43,125,5.61944,04-07-1991,0.261
2.04,33.52,23.31,28.42,423.65,235.41,2.86,1.24,3.13,63.57,4.34,3.23,2.73,0.03,2.13,23.24,59.05,159.11,459.39,700.79,700.1,125,5.6008,05-07-1991,0.19
0.49,32.95,23.57,28.26,425.28,287.02,2.67,0.73,2.77,57.24,4.43,3.25,2.71,0.01,2.02,20.76,59.01,158.98,459.38,698.13,695.91,125,5.56728,06-07-1991,0.1
1.27,33.27,24.61,28.94,444.32,296.46,1.04,0.61,1.23,58.47,4.73,3.57,3.02,0.04,1.7,18.47,58.96,158.86,459.35,695.64,693.89,125,5.55112,07-07-1991,0.096666667
10.79,34.32,23.13,28.72,454.32,263.4,0.67,0.55,0.87,67.11,2.59,2.09,1.83,0.81,1.15,16.97,58.92,158.76,459.31,693.96,702.92,125,5.62336,08-07-1991,0.321222222
14.16,32.72,23.48,28.1,444.68,135.89,0.79,1.3,1.53,84.25,3,2.56,2.2,3.09,0.63,22.07,58.89,158.69,459.31,698.96,710.92,125,5.68736,09-07-1991,0.433440741
13.6,34.25,23.68,28.96,454.22,326.93,1.09,0.63,1.27,76,3.07,2.63,2.26,3.33,1.26,27.86,58.92,158.61,459.29,704.68,716.02,125,5.72816,10-07-1991,0.524512469
33.61,33.99,23.34,28.66,445.4,279.83,2.19,1.68,2.77,85.05,2.79,2.38,2.09,0.99,1.59,32.08,59.11,158.55,459.25,708.99,740.51,125,5.92408,11-07-1991,1.085524564
40.64,33.06,22.92,27.99,446.02,281.64,2.68,1.09,2.9,84.5,2.76,2.38,2.07,1.89,1.15,37.95,60.08,158.49,459.25,715.77,754.34,125,6.03472,12-07-1991,2.29749889
22.18,32.49,22.97,27.73,435.13,236.49,3.94,1,4.07,85.2,2.2,1.78,1.54,1.73,1.18,41.79,62.19,158.45,459.25,721.68,742.32,125,5.93856,13-07-1991,16.9117493
