prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,AWC,Actual_Soil_Saturation_New,station_id,soil_awc_avg
6.17,31.87,23.2,27.54,416.97,286.09,0.62,0.68,1.14,84.2,3.51,3.04,2.86,0.65,1.32,35.39,93.15,201.0,543.73,873.27,876.58,150,5.843866667,23-08-2009,0.196154148,4468.832350333047,3005,0.1961541475
4.08,31.64,23.17,27.4,429.89,333.41,-0.24,-1.08,1.28,76.68,3.79,3.31,3.13,1.23,0.9,34.33,92.91,200.82,543.69,871.75,872.7,150,5.818,24-08-2009,0.196154148,4449.05198856425,3005,0.1961541475
9.44,31.16,22.87,27.02,436.28,238.94,1.29,-1.79,2.43,82.76,2.2,2.01,1.96,0.97,0.63,34.49,92.71,200.68,543.68,871.56,879.04,150,5.860266667,25-08-2009,0.196154148,4481.373507536974,3005,0.1961541475
8.43,29.65,22.93,26.29,428.78,171.45,2.88,-1.84,3.57,86.14,1.89,1.79,1.77,0.77,0.88,37.48,93.57,200.93,543.69,875.67,882.33,150,5.8822,26-08-2009,0.196154148,4498.146030789383,3005,0.1961541475
16.83,29.35,22.87,26.11,434.73,166.46,3.0,-1.45,3.49,87.99,2.09,1.96,1.95,0.74,0.68,38.53,94.37,201.26,543.7,877.86,892.74,150,5.9516,27-08-2009,0.196154148,4551.2165374938095,3005,0.1961541475
35.98,28.04,22.84,25.44,431.32,72.94,3.21,0.36,3.31,90.56,1.0,0.93,0.92,0.63,0.81,40.48,97.29,202.07,543.73,883.57,918.63,150,6.1242,28-08-2009,0.196154148,4683.204570018078,3005,0.1961541475
8.59,30.39,23.0,26.7,418.84,297.06,1.75,1.38,2.3,79.8,2.66,2.25,2.09,0.39,1.74,39.88,97.92,202.54,543.74,884.08,890.58,150,5.9372,29-08-2009,0.196154148,4540.204789704995,3005,0.1961541475
2.06,31.48,23.43,27.46,424.1,319.46,0.67,0.39,0.83,81.41,3.8,3.32,3.12,0.58,1.28,38.52,97.34,202.63,543.72,882.21,881.15,150,5.874333333,30-08-2009,0.196154148,4492.130353756604,3005,0.1961541475
5.16,30.96,23.65,27.3,437.43,297.6,0.48,-0.83,1.13,84.21,2.74,2.43,2.37,0.68,0.7,38.63,96.83,202.67,543.73,881.86,884.65,150,5.897666667,31-08-2009,0.196154148,4509.973463599591,3005,0.1961541475
20.55,30.76,22.96,26.86,434.19,236.43,0.41,-1.84,1.92,81.57,2.88,2.53,2.45,0.38,1.31,39.12,96.54,202.69,543.75,882.1,900.2,150,6.001333333,01-09-2009,0.196154148,4589.247851616291,3005,0.1961541475
11.23,30.61,23.61,27.11,436.31,271.48,0.52,-0.35,1.07,85.11,2.33,2.1,2.04,0.94,0.76,40.08,96.45,202.71,543.76,883.0,892.19,150,5.947933333,02-09-2009,0.196154148,4548.412620232769,3005,0.1961541475
8.16,30.53,22.93,26.73,427.5,287.34,0.92,1.02,1.62,84.71,2.59,2.26,2.17,0.49,1.51,41.2,96.77,202.71,543.77,884.45,890.44,150,5.936266667,03-09-2009,0.196154148,4539.491065311276,3005,0.1961541475
10.54,31.43,23.04,27.24,429.29,322.95,0.9,0.44,1.31,80.57,2.97,2.55,2.46,0.78,1.58,40.45,96.92,202.69,543.78,883.84,891.92,150,5.946133333,04-09-2009,0.196154148,4547.036151759167,3005,0.1961541475
6.35,29.7,22.85,26.28,429.3,268.11,2.63,-1.26,3.07,84.52,2.6,2.29,2.25,0.83,1.27,40.59,96.9,202.69,543.79,883.97,888.07,150,5.920466667,05-09-2009,0.196154148,4527.408730931882,3005,0.1961541475
7.49,30.47,23.22,26.84,428.37,265.96,3.13,-2.4,4.17,81.15,3.5,2.82,2.67,0.8,1.57,40.33,97.22,202.79,543.8,884.14,888.96,150,5.9264,06-09-2009,0.196154148,4531.945978863384,3005,0.1961541475
3.32,30.48,23.0,26.74,436.77,279.08,3.56,-2.37,4.42,77.65,4.03,3.07,2.94,0.89,1.81,38.87,97.26,202.91,543.81,882.85,883.23,150,5.8882,07-09-2009,0.196154148,4502.734259034722,3005,0.1961541475
5.28,28.85,23.05,25.95,432.54,85.44,4.94,-0.18,5.22,91.63,2.26,1.59,1.56,1.83,0.52,41.51,99.5,203.54,543.84,888.39,892.11,150,5.9474,08-09-2009,0.196154148,4548.0047777220725,3005,0.1961541475
16.41,27.85,22.95,25.4,426.33,87.56,3.7,1.79,4.26,92.62,1.97,1.43,1.4,1.29,0.45,42.7,107.22,207.89,543.89,901.7,916.71,150,6.1114,09-09-2009,0.196154148,4673.416349761354,3005,0.1961541475
13.05,29.03,21.99,25.51,413.78,211.63,2.56,1.37,3.09,85.71,2.28,1.86,1.76,0.17,1.23,42.01,108.97,210.52,543.94,905.44,916.73,150,6.111533333,10-09-2009,0.196154148,4673.518310389028,3005,0.1961541475
0.75,31.18,22.56,26.87,410.65,314.43,1.42,0.51,1.62,76.02,4.26,3.58,3.37,0.05,1.61,39.98,108.01,211.3,543.97,903.26,900.64,150,6.004266667,11-09-2009,0.196154148,4591.490985425124,3005,0.1961541475
0.67,32.7,23.04,27.87,411.12,328.78,1.12,-1.06,1.59,68.6,4.5,3.78,3.55,0.03,2.0,37.3,106.59,211.52,543.99,899.4,896.52,150,5.9768,12-09-2009,0.196154148,4570.487096124236,3005,0.1961541475
1.16,33.16,22.51,27.84,414.81,318.55,1.4,-1.13,1.86,68.21,4.64,3.84,3.6,0.06,2.11,34.44,105.35,211.57,543.99,895.35,892.91,150,5.952733333,13-09-2009,0.196154148,4552.083202829041,3005,0.1961541475
0.87,33.26,23.1,28.18,404.08,328.46,1.96,-1.77,2.69,63.56,4.82,3.85,3.59,0.06,2.27,31.55,104.3,211.51,544.0,891.36,888.64,150,5.924266667,14-09-2009,0.196154148,4530.314608820597,3005,0.1961541475
0.0,33.26,22.91,28.08,399.16,333.31,2.22,-1.85,2.91,60.6,4.93,3.75,3.47,0.02,2.17,28.62,103.38,211.36,544.0,887.36,883.89,150,5.8926,15-09-2009,0.196154148,4506.098959747971,3005,0.1961541475
0.02,32.96,22.13,27.54,399.93,333.23,1.41,-1.97,2.46,58.67,4.77,3.69,3.4,0.01,1.99,25.89,102.59,211.18,543.99,883.65,880.27,150,5.868466667,16-09-2009,0.196154148,4487.644086138938,3005,0.1961541475
0.0,33.11,22.11,27.61,404.13,321.57,0.39,-2.2,2.27,58.9,4.52,3.65,3.33,0.06,1.78,23.48,101.88,210.96,543.99,880.31,876.98,150,5.846533333,17-09-2009,0.196154148,4470.871562886531,3005,0.1961541475
0.0,33.54,22.26,27.9,409.15,310.62,0.17,-1.5,1.57,61.57,4.44,3.57,3.25,0.01,1.45,21.4,101.23,210.73,543.98,877.34,874.09,150,5.827266667,18-09-2009,0.196154148,4456.138252187608,3005,0.1961541475
0.04,33.86,22.96,28.41,410.95,315.57,0.19,-1.09,1.22,57.81,4.33,3.53,3.2,0.0,1.32,19.51,100.64,210.49,543.96,874.6,871.44,150,5.8096,19-09-2009,0.196154148,4442.628469020774,3005,0.1961541475
0.0,34.54,22.96,28.75,419.24,311.15,0.16,-0.85,1.08,63.79,4.2,3.51,3.18,0.08,1.25,17.98,100.09,210.24,543.95,872.26,869.08,150,5.793866667,20-09-2009,0.196154148,4430.597114955217,3005,0.1961541475
0.0,34.91,23.37,29.14,422.93,314.12,-0.09,-0.38,0.95,60.69,4.32,3.58,3.26,0.17,1.2,16.64,99.57,209.99,543.93,870.13,866.87,150,5.779133333,21-09-2009,0.196154148,4419.330465597216,3005,0.1961541475
0.12,35.03,23.22,29.12,423.03,307.73,1.32,0.75,1.7,61.17,4.52,3.61,3.25,0.14,1.04,15.49,99.07,209.74,543.92,868.22,865.09,150,5.767266667,22-09-2009,0.196154148,4410.255969734211,3005,0.1961541475
0.23,35.26,23.31,29.28,419.37,309.18,1.34,-0.1,1.71,56.33,5.01,3.75,3.37,0.1,1.11,14.3,98.6,209.48,543.89,866.27,863.13,150,5.7542,23-09-2009,0.196154148,4400.263828222139,3005,0.1961541475
0.0,35.34,23.65,29.5,411.67,320.78,2.01,-2.44,3.19,45.03,5.32,3.66,3.28,0.02,1.24,13.08,98.16,209.23,543.87,864.34,861.06,150,5.7404,24-09-2009,0.196154148,4389.710903257857,3005,0.1961541475
0.0,35.18,22.98,29.08,416.04,327.96,2.24,-2.48,3.38,42.48,5.52,3.79,3.39,0.0,1.11,11.9,97.71,208.99,543.85,862.45,859.06,150,5.727066667,25-09-2009,0.196154148,4379.514840490437,3005,0.1961541475
0.78,34.37,23.45,28.91,427.32,297.73,0.84,-2.73,2.9,54.69,5.18,3.6,3.3,0.46,0.89,11.04,97.25,208.72,543.82,860.83,858.31,150,5.722066667,26-09-2009,0.196154148,4375.691316952653,3005,0.1961541475
4.58,32.98,23.47,28.22,419.8,296.13,0.05,-1.31,1.49,69.71,3.99,3.27,3.06,0.42,0.62,11.12,96.79,208.43,543.79,860.13,861.65,150,5.744333333,27-09-2009,0.196154148,4392.718741774247,3005,0.1961541475
1.82,33.3,23.6,28.45,436.37,303.42,-0.56,-1.95,2.1,66.28,4.07,3.35,3.21,0.71,0.63,10.99,96.33,208.13,543.76,859.21,857.82,150,5.7188,28-09-2009,0.196154148,4373.193281574636,3005,0.1961541475
6.27,33.08,23.63,28.35,431.7,266.16,-1.32,-1.99,2.47,69.02,3.74,3.08,2.97,0.4,0.69,12.36,95.91,207.86,543.73,859.86,863.16,150,5.7544,29-09-2009,0.196154148,4400.41676916365,3005,0.1961541475
0.35,33.91,23.68,28.8,430.67,300.33,-2.22,-2.36,3.3,56.95,4.46,3.38,3.21,0.26,0.99,12.38,95.45,207.56,543.69,859.08,856.22,150,5.708133333,30-09-2009,0.196154148,4365.036431360699,3005,0.1961541475
0.05,33.1,23.77,28.44,439.02,301.79,-3.92,-3.23,5.16,63.44,3.86,2.89,2.78,1.13,0.64,11.95,95.0,207.24,543.66,857.85,855.12,150,5.7008,01-10-2009,0.196154148,4359.428596838617,3005,0.1961541475
3.54,30.29,23.66,26.98,434.76,121.24,-3.69,-0.17,3.72,90.47,2.42,1.9,1.9,1.04,0.24,17.85,94.74,207.08,543.66,863.33,864.97,150,5.766466667,02-10-2009,0.196154148,4409.644205968167,3005,0.1961541475
6.49,30.18,23.13,26.66,430.27,271.65,-3.05,0.58,3.17,76.05,2.5,2.11,2.1,0.76,0.73,24.72,94.47,206.9,543.65,869.74,874.13,150,5.827533333,03-10-2009,0.196154148,4456.342173442956,3005,0.1961541475
1.02,30.43,23.46,26.94,433.17,239.79,-1.39,0.48,1.57,84.35,1.65,1.56,1.56,0.2,0.73,27.58,94.13,206.69,543.64,872.04,871.5,150,5.81,04-10-2009,0.196154148,4442.934350903796,3005,0.1961541475
11.44,29.95,23.01,26.48,432.15,175.72,-0.5,1.78,2.05,88.51,1.61,1.43,1.43,0.69,0.38,31.21,93.99,206.57,543.64,875.41,885.42,150,5.9028,05-10-2009,0.196154148,4513.898947765048,3005,0.1961541475
4.93,29.16,22.86,26.01,425.35,234.24,1.64,1.18,2.28,88.86,1.3,1.14,1.14,0.6,0.4,34.81,94.12,206.48,543.64,879.05,882.84,150,5.8856,06-10-2009,0.196154148,4500.746026795075,3005,0.1961541475
6.31,31.11,22.49,26.8,383.41,285.15,2.51,-2.3,3.48,68.73,4.01,3.07,3.0,0.01,1.65,35.09,94.14,206.32,543.63,879.18,882.49,150,5.883266667,07-10-2009,0.196154148,4498.961715810776,3005,0.1961541475
0.02,31.76,21.18,26.47,397.7,306.06,2.03,-0.87,2.26,67.23,4.23,3.25,3.16,0.03,1.26,32.4,93.72,206.02,543.58,875.72,872.58,150,5.8172,08-10-2009,0.196154148,4448.440224798204,3005,0.1961541475
0.0,32.23,20.47,26.35,388.33,305.59,1.4,-0.53,1.57,63.57,4.2,3.32,3.22,0.03,1.03,29.8,93.2,205.68,543.54,872.22,869.0,150,5.793333333,09-10-2009,0.196154148,4430.18927244452,3005,0.1961541475
0.0,31.83,19.62,25.72,383.18,301.3,0.96,-0.09,1.1,63.17,4.21,3.32,3.21,0.02,1.06,27.5,92.68,205.35,543.48,869.01,865.8,150,5.772,10-10-2009,0.196154148,4413.8755720166455,3005,0.1961541475
0.0,32.25,19.89,26.07,380.48,308.67,0.48,-0.1,0.8,58.45,4.02,3.19,3.05,0.01,0.93,25.32,92.18,205.0,543.42,865.92,862.87,150,5.752466667,11-10-2009,0.196154148,4398.938340062374,3005,0.1961541475
0.0,32.02,19.41,25.72,385.52,302.0,-0.48,0.15,0.75,59.93,3.76,3.05,2.9,0.03,0.75,23.33,91.68,204.64,543.38,863.03,860.13,150,5.7342,12-10-2009,0.196154148,4384.969734071007,3005,0.1961541475
0.0,32.99,19.87,26.43,391.06,298.13,0.35,-0.06,0.7,61.5,3.54,2.83,2.67,0.01,0.67,21.61,91.2,204.29,543.33,860.43,857.76,150,5.7184,13-10-2009,0.196154148,4372.887399691613,3005,0.1961541475
0.0,33.43,19.95,26.69,386.97,303.14,0.08,-0.45,0.68,59.06,3.75,2.99,2.82,0.01,0.58,20.0,90.74,203.94,543.26,857.94,855.12,150,5.7008,14-10-2009,0.196154148,4359.428596838617,3005,0.1961541475
0.46,32.56,19.97,26.26,381.12,298.94,0.07,-1.26,1.32,56.54,3.7,2.88,2.69,0.0,0.64,18.49,90.31,203.59,543.21,855.6,853.37,150,5.689133333,15-10-2009,0.196154148,4350.507041917123,3005,0.1961541475
0.0,32.97,19.79,26.38,377.03,302.54,0.24,-1.6,1.7,50.89,4.13,3.0,2.79,0.0,0.77,17.08,89.89,203.25,543.16,853.38,850.59,150,5.6706,16-10-2009,0.196154148,4336.334514670408,3005,0.1961541475
0.0,32.28,20.02,26.15,381.06,299.86,0.51,-0.45,0.84,55.31,4.03,2.91,2.7,0.0,0.47,15.75,89.48,202.91,543.09,851.23,848.53,150,5.656866667,17-10-2009,0.196154148,4325.832570019964,3005,0.1961541475
0.0,33.12,19.59,26.35,368.68,298.8,1.37,-0.38,1.51,50.08,4.11,2.95,2.73,0.0,0.51,14.62,89.09,202.58,543.05,849.34,846.61,150,5.644066667,18-10-2009,0.196154148,4316.04434976324,3005,0.1961541475
0.0,32.21,19.34,25.78,372.83,302.36,0.67,-0.54,1.03,46.97,4.42,3.06,2.82,0.0,0.48,13.55,88.7,202.25,542.99,847.49,844.67,150,5.631133333,19-10-2009,0.196154148,4306.15416887884,3005,0.1961541475
0.0,33.47,17.46,25.46,365.46,301.86,0.51,-0.34,1.09,45.17,4.41,2.95,2.71,0.0,0.46,12.56,88.33,201.93,542.94,845.76,843.05,150,5.620333333,20-10-2009,0.196154148,4297.895358037229,3005,0.1961541475
0.0,32.88,17.34,25.11,354.37,302.0,0.37,-0.75,1.04,44.3,4.38,2.97,2.72,0.0,0.41,11.67,87.96,201.6,542.88,844.11,841.39,150,5.609266667,21-10-2009,0.196154148,4289.43262594027,3005,0.1961541475
0.0,32.84,17.19,25.02,350.35,302.61,-0.01,-1.14,1.27,44.25,4.5,3.01,2.76,0.0,0.36,10.87,87.6,201.27,542.83,842.57,839.81,150,5.598733333,22-10-2009,0.196154148,4281.377736354007,3005,0.1961541475
0.0,32.34,16.55,24.44,344.8,302.25,-0.16,-1.4,1.52,43.52,4.33,2.93,2.68,0.0,0.32,10.17,87.24,200.94,542.77,841.12,838.44,150,5.5896,23-10-2009,0.196154148,4274.393433358324,3005,0.1961541475
0.0,32.19,14.58,23.38,338.62,302.33,-0.09,-0.83,1.13,42.09,4.1,2.9,2.65,0.0,0.28,9.57,86.88,200.61,542.7,839.76,837.11,150,5.580733333,24-10-2009,0.196154148,4267.613051617988,3005,0.1961541475
0.0,31.22,14.81,23.02,334.23,301.14,-0.51,-1.0,1.24,40.29,4.32,2.86,2.61,0.0,0.23,9.01,86.52,200.27,542.65,838.45,835.84,150,5.572266667,25-10-2009,0.196154148,4261.138551760676,3005,0.1961541475
0.0,31.76,14.18,22.97,333.52,301.34,-1.09,-0.98,1.55,40.04,4.57,2.81,2.56,0.0,0.2,8.52,86.16,199.93,542.58,837.19,834.63,150,5.5642,26-10-2009,0.196154148,4254.969933786387,3005,0.1961541475
0.0,31.57,13.67,22.62,338.63,298.15,-1.03,-0.95,1.47,39.93,4.32,2.8,2.55,0.0,0.19,8.08,85.81,199.59,542.52,836.0,833.45,150,5.556333333,27-10-2009,0.196154148,4248.954256753608,3005,0.1961541475
0.0,32.29,14.95,23.62,343.09,291.71,-1.49,-0.93,1.85,39.58,4.37,2.84,2.58,0.0,0.17,7.69,85.46,199.25,542.46,834.86,832.28,150,5.548533333,28-10-2009,0.196154148,4242.989560034666,3005,0.1961541475
0.0,32.1,15.96,24.03,346.3,292.4,-0.97,-1.39,1.76,38.68,4.48,2.8,2.53,0.0,0.17,7.32,85.12,198.92,542.4,833.76,831.23,150,5.541533333,29-10-2009,0.196154148,4237.636627081771,3005,0.1961541475
0.0,32.41,15.12,23.76,352.16,266.89,-0.85,-1.03,1.48,43.66,4.22,2.48,2.25,0.0,0.15,6.98,84.78,198.59,542.34,832.69,830.44,150,5.536266667,30-10-2009,0.196154148,4233.609182288639,3005,0.1961541475
0.0,32.07,15.78,23.92,342.9,288.27,-0.89,-1.1,1.6,39.95,4.39,2.72,2.46,0.0,0.14,6.67,84.46,198.27,542.28,831.68,829.22,150,5.528133333,31-10-2009,0.196154148,4227.3895840005125,3005,0.1961541475
0.0,32.82,15.49,24.16,342.29,291.12,-0.46,-1.03,1.27,37.92,4.2,2.72,2.44,0.0,0.13,6.37,84.16,197.96,542.22,830.71,828.27,150,5.5218,01-11-2009,0.196154148,4222.5464541859865,3005,0.1961541475
0.0,31.95,16.59,24.27,342.55,290.02,-1.9,-1.29,2.37,35.98,4.41,2.72,2.43,0.0,0.13,6.08,83.86,197.64,542.16,829.74,827.31,150,5.5154,02-11-2009,0.196154148,4217.652344057625,3005,0.1961541475
0.0,31.22,14.89,23.06,351.51,287.59,-1.24,-0.64,1.53,42.73,4.28,2.71,2.41,0.0,0.1,5.83,83.56,197.33,542.1,828.82,826.41,150,5.5094,03-11-2009,0.196154148,4213.064115812285,3005,0.1961541475
0.0,31.99,15.19,23.59,373.87,277.4,-1.79,-0.44,1.91,48.0,4.09,2.74,2.43,0.01,0.09,5.61,83.26,197.01,542.03,827.91,825.48,150,5.5032,04-11-2009,0.196154148,4208.322946625434,3005,0.1961541475
0.0,31.1,17.27,24.18,390.12,268.07,-2.33,-0.1,2.4,51.71,3.73,2.58,2.28,0.03,0.08,5.43,82.95,196.7,541.97,827.05,824.77,150,5.498466667,05-11-2009,0.196154148,4204.703344343,3005,0.1961541475
0.17,30.87,18.05,24.46,388.86,261.18,-1.77,-0.55,1.92,56.04,3.6,2.41,2.12,0.03,0.07,5.28,82.66,196.39,541.91,826.24,824.29,150,5.495266667,06-11-2009,0.196154148,4202.256289278818,3005,0.1961541475
0.0,31.35,19.2,25.28,393.85,254.03,-2.17,-0.48,2.29,53.13,3.75,2.59,2.28,0.05,0.07,5.17,82.37,196.09,541.86,825.49,823.21,150,5.488066667,07-11-2009,0.196154148,4196.750415384411,3005,0.1961541475
0.01,31.82,18.85,25.34,417.84,252.32,-1.69,-0.18,1.74,61.57,3.31,2.53,2.32,0.12,0.07,5.16,82.09,195.8,541.8,824.85,822.54,150,5.4836,08-11-2009,0.196154148,4193.334734357325,3005,0.1961541475
0.93,28.14,19.92,24.03,415.97,188.65,-1.15,-0.45,1.45,81.96,1.93,1.6,1.54,0.25,0.03,6.29,81.88,195.57,541.77,825.51,824.9,150,5.499333333,09-11-2009,0.196154148,4205.366088422882,3005,0.1961541475
1.92,26.06,19.88,22.97,389.69,123.95,-1.8,-1.99,2.79,79.43,1.61,1.23,1.17,0.22,0.08,9.24,81.72,195.39,541.73,828.08,828.83,150,5.525533333,10-11-2009,0.196154148,4225.401351760865,3005,0.1961541475
4.92,28.81,18.14,23.48,415.27,237.35,-2.26,0.81,2.49,64.73,2.94,2.02,1.91,0.45,0.19,9.83,81.48,195.13,541.67,828.11,831.12,150,5.5408,11-11-2009,0.196154148,4237.075843629562,3005,0.1961541475
1.04,28.69,18.65,23.67,418.79,186.2,-1.48,2.58,3.05,76.67,2.54,1.67,1.62,0.42,0.1,10.93,81.26,194.88,541.63,828.7,828.12,150,5.5208,12-11-2009,0.196154148,4221.78174947843,3005,0.1961541475
0.51,30.02,21.53,25.78,409.42,233.96,-0.5,1.03,1.21,72.72,2.4,1.83,1.76,0.15,0.11,12.12,81.05,194.64,541.58,829.39,828.14,150,5.520933333,13-11-2009,0.196154148,4221.883710106104,3005,0.1961541475
0.54,31.34,20.36,25.85,408.52,255.29,0.99,-0.06,1.14,62.52,2.84,2.38,2.23,0.05,0.25,12.12,80.81,194.37,541.53,828.83,827.14,150,5.514266667,14-11-2009,0.196154148,4216.785678722394,3005,0.1961541475
1.14,31.3,20.82,26.06,414.9,241.88,0.33,0.11,0.82,71.18,3.04,2.64,2.56,0.27,0.12,11.9,80.58,194.11,541.47,828.06,826.64,150,5.510933333,15-11-2009,0.196154148,4214.236663030539,3005,0.1961541475
22.48,26.87,20.81,23.84,419.69,165.93,-0.23,-0.37,0.83,80.34,1.92,1.82,1.82,0.54,0.11,13.76,80.4,193.9,541.43,829.49,850.15,150,5.667666667,16-11-2009,0.196154148,4334.091380861575,3005,0.1961541475
35.83,24.24,18.08,21.16,407.39,103.46,-0.55,-0.91,1.16,90.4,0.62,0.84,0.84,0.32,0.17,20.27,80.33,193.79,541.42,835.81,870.8,150,5.805333333,17-11-2009,0.196154148,4439.365728935199,3005,0.1961541475
5.87,26.45,16.85,21.65,358.38,190.09,-0.39,-2.19,2.3,73.43,1.98,1.49,1.48,0.03,0.52,21.27,80.22,193.64,541.39,836.52,840.91,150,5.606066667,18-11-2009,0.196154148,4286.985570876089,3005,0.1961541475
0.0,26.69,15.87,21.28,333.48,267.9,-0.31,-2.59,2.65,54.36,3.34,2.3,2.28,0.0,0.64,20.25,79.97,193.37,541.34,834.93,832.65,150,5.551,19-11-2009,0.196154148,4244.875831646639,3005,0.1961541475
0.0,26.56,13.4,19.98,311.37,272.93,-0.18,-1.88,1.95,48.51,3.39,2.26,2.25,0.0,0.45,18.99,79.68,193.05,541.28,833.0,830.75,150,5.538333333,20-11-2009,0.196154148,4235.189572017589,3005,0.1961541475
0.0,26.07,11.55,18.81,305.21,275.11,-0.2,-1.77,1.82,48.02,3.24,2.26,2.23,0.0,0.41,17.88,79.4,192.74,541.21,831.23,829.0,150,5.526666667,21-11-2009,0.196154148,4226.268017096096,3005,0.1961541475
0.0,26.43,10.73,18.58,307.13,274.42,-0.73,-1.66,1.89,49.34,3.16,2.26,2.23,0.0,0.31,16.91,79.12,192.44,541.15,829.62,827.39,150,5.515933333,22-11-2009,0.196154148,4218.060186568321,3005,0.1961541475
0.0,27.84,11.68,19.76,311.19,272.6,-0.32,-1.13,1.25,52.02,3.14,2.27,2.22,0.0,0.2,16.04,78.84,192.13,541.09,828.1,825.88,150,5.505866667,23-11-2009,0.196154148,4210.362159178919,3005,0.1961541475
0.0,27.98,11.19,19.58,316.9,260.11,-0.35,-0.87,1.08,50.85,2.99,2.21,2.15,0.0,0.18,15.27,78.57,191.83,541.03,826.7,824.55,150,5.497,24-11-2009,0.196154148,4203.581777438583,3005,0.1961541475
0.0,28.85,12.17,20.51,328.98,251.98,0.19,-1.07,1.25,49.27,3.2,2.3,2.21,0.0,0.28,14.52,78.3,191.54,540.97,825.33,823.12,150,5.487466667,25-11-2009,0.196154148,4196.291592559877,3005,0.1961541475
0.0,28.69,12.93,20.81,315.88,268.71,-0.19,-1.84,1.96,43.62,3.44,2.28,2.17,0.0,0.36,13.75,78.04,191.24,540.91,823.94,821.77,150,5.478466667,26-11-2009,0.196154148,4189.409250191868,3005,0.1961541475
0.0,28.7,12.84,20.77,321.46,267.03,-0.87,-0.81,1.32,44.88,3.21,2.22,2.1,0.0,0.23,13.01,77.78,190.94,540.84,822.57,820.47,150,5.4698,27-11-2009,0.196154148,4182.781809393045,3005,0.1961541475
0.0,27.98,12.52,20.25,318.22,253.08,-0.84,-0.67,1.23,48.8,3.16,2.15,2.0,0.0,0.17,12.39,77.52,190.65,540.78,821.34,819.34,150,5.462266667,28-11-2009,0.196154148,4177.021033929451,3005,0.1961541475
0.0,27.39,11.37,19.38,316.14,266.3,-0.8,-0.68,1.19,49.23,3.08,2.18,2.01,0.0,0.15,11.84,77.27,190.36,540.72,820.19,818.18,150,5.454533333,29-11-2009,0.196154148,4171.107317524346,3005,0.1961541475
0.0,27.45,10.63,19.04,316.03,265.04,-0.63,-0.61,1.07,51.06,3.03,2.16,1.97,0.0,0.12,11.34,77.03,190.07,540.66,819.1,817.13,150,5.447533333,30-11-2009,0.196154148,4165.754384571451,3005,0.1961541475
0.0,27.84,10.91,19.38,316.17,264.47,-0.41,-0.97,1.17,50.02,3.01,2.21,2.0,0.0,0.15,10.87,76.78,189.79,540.6,818.04,816.04,150,5.440266667,01-12-2009,0.196154148,4160.197530363206,3005,0.1961541475
0.0,28.29,11.21,19.75,319.67,263.38,-0.64,-1.18,1.43,49.69,3.08,2.22,2.0,0.0,0.13,10.43,76.54,189.51,540.54,817.02,815.02,150,5.433466667,02-12-2009,0.196154148,4154.997538351821,3005,0.1961541475
0.0,28.3,11.35,19.82,324.12,261.04,-0.54,-0.3,0.87,51.68,3.08,2.24,1.99,0.0,0.12,10.0,76.31,189.23,540.48,816.02,814.03,150,5.426866667,03-12-2009,0.196154148,4149.950487281948,3005,0.1961541475
0.0,28.26,12.55,20.4,331.53,246.39,0.13,-0.79,1.02,53.21,2.98,2.15,1.89,0.0,0.12,9.61,76.09,188.97,540.42,815.09,813.2,150,5.421333333,04-12-2009,0.196154148,4145.719121233468,3005,0.1961541475
0.0,28.47,12.5,20.48,340.05,247.98,-0.4,-0.97,1.13,51.87,2.94,2.16,1.89,0.0,0.12,9.26,75.87,188.7,540.36,814.19,812.3,150,5.415333333,05-12-2009,0.196154148,4141.130892988128,3005,0.1961541475
0.0,29.22,12.6,20.91,337.13,256.61,-0.51,0.01,0.76,52.09,2.96,2.25,1.94,0.0,0.11,8.9,75.66,188.44,540.3,813.3,811.36,150,5.409066667,06-12-2009,0.196154148,4136.33874348744,3005,0.1961541475
0.0,29.8,14.18,21.99,345.11,253.99,-0.02,-0.11,0.69,52.97,3.06,2.31,1.98,0.0,0.12,8.55,75.46,188.18,540.24,812.43,810.45,150,5.403,07-12-2009,0.196154148,4131.699534928264,3005,0.1961541475
0.0,30.02,15.67,22.84,354.3,252.24,-0.15,0.47,0.86,53.05,3.0,2.28,1.94,0.0,0.12,8.22,75.27,187.93,540.18,811.6,809.66,150,5.397733333,08-12-2009,0.196154148,4127.672090135132,3005,0.1961541475
0.0,29.38,15.47,22.42,368.51,251.56,-0.02,0.16,0.69,53.66,2.95,2.23,1.87,0.0,0.11,7.91,75.08,187.68,540.13,810.8,808.93,150,5.392866667,09-12-2009,0.196154148,4123.9505272250235,3005,0.1961541475
0.01,29.59,15.58,22.58,363.14,240.47,-0.02,-0.3,0.73,56.39,3.07,2.23,1.86,0.0,0.11,7.62,74.89,187.44,540.07,810.02,808.17,150,5.3878,10-12-2009,0.196154148,4120.076023373404,3005,0.1961541475
